clip,frame,time_s,visible,confidence,det_x,det_y,det_w,det_h,source,notes
d129cd72-3228-426d-9252-4e0b3e14927b,0,0.0,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,152,3.064,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,153,3.084,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,154,3.105,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,155,3.125,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,156,3.145,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,157,3.165,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,158,3.185,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,159,3.205,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,160,3.226,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,161,3.246,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,162,3.266,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,163,3.286,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,164,3.306,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,165,3.326,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,166,3.347,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,167,3.367,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,168,3.387,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,169,3.407,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,170,3.427,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,171,3.447,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,172,3.468,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,173,3.488,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,174,3.508,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,175,3.528,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,176,3.548,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,177,3.568,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,178,3.588,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,179,3.609,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,180,3.629,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,181,3.649,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,182,3.669,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,183,3.689,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,184,3.709,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,185,3.73,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,186,3.75,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,187,3.77,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,188,3.79,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,189,3.81,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,190,3.83,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,191,3.851,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,192,3.871,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,193,3.891,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,194,3.911,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,195,3.931,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,196,3.951,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,197,3.972,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,198,3.992,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,199,4.012,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,200,4.032,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,201,4.052,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,202,4.072,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,203,4.092,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,204,4.113,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,205,4.133,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,206,4.153,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,207,4.173,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,208,4.193,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,209,4.213,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,210,4.234,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,211,4.254,0,high_not_visible,,,,,gpt_vision_full_video_d129_v1,No drone visible to GPT vision in full-frame contact sheet; expect no selected box.
d129cd72-3228-426d-9252-4e0b3e14927b,212,4.274,1,medium,61.0,100.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,213,4.294,1,medium,61.25,99.75,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,214,4.314,1,medium,61.5,99.5,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,215,4.334,1,medium,61.75,99.25,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,216,4.355,1,high,62.0,99.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,217,4.375,1,high,62.12,100.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,218,4.395,1,high,62.25,101.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,219,4.415,1,high,62.38,102.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,220,4.435,1,high,62.5,103.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,221,4.455,1,high,62.62,104.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,222,4.476,1,high,62.75,105.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,223,4.496,1,high,62.88,106.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,224,4.516,1,high,63.0,107.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,225,4.536,1,high,63.25,107.88,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,226,4.556,1,high,63.5,108.75,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,227,4.576,1,high,63.75,109.62,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,228,4.596,1,high,64.0,110.5,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,229,4.617,1,high,64.25,111.38,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,230,4.637,1,high,64.5,112.25,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,231,4.657,1,high,64.75,113.12,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,232,4.677,1,high,65.0,114.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,233,4.697,1,high,65.38,113.75,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,234,4.717,1,high,65.75,113.5,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,235,4.738,1,high,66.12,113.25,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,236,4.758,1,high,66.5,113.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,237,4.778,1,high,66.88,112.75,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,238,4.798,1,high,67.25,112.5,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,239,4.818,1,high,67.62,112.25,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,240,4.838,1,high,68.0,112.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,241,4.859,1,high,68.75,111.75,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,242,4.879,1,high,69.5,111.5,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,243,4.899,1,high,70.25,111.25,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,244,4.919,1,high,71.0,111.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,245,4.939,1,high,71.75,110.75,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,246,4.959,1,high,72.5,110.5,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,247,4.98,1,high,73.25,110.25,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,248,5.0,1,high,74.0,110.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
d129cd72-3228-426d-9252-4e0b3e14927b,249,5.02,1,high,75.0,110.0,12.0,12.0,gpt_vision_full_video_d129_v1,Continuous vision-labeled target path; keyframes verified from raw/contact and top-tube crops.
