frame,rank,track_id,x,y,w,h,score,verified_score,tube_verifier_score,eligible,passes_floor,selected,hits,misses,vx,vy,competitor_margin,cand_source,cand_area,cand_fill,cand_aspect,cand_mean_residual,cand_mean_appearance,cand_local_contrast,cand_texture,cand_line_context,cand_isolation,cand_score,cand_local_flow_score,cand_local_flow_delta_px,cand_local_flow_bg_sigma,cand_local_flow_inside_n,cand_local_flow_annulus_n,cand_local_bg_residual,cand_local_residual_ratio,cand_local_comp_score,cand_map_score,cand_attached_support,cand_native_dark_score,cand_sky_like,tube_tube_hits,tube_tube_len,tube_hit_rate,tube_miss_rate,tube_mean_score,tube_score_std,tube_mean_map_score,tube_map_hit_rate,tube_appearance_only_rate,tube_tiny_rate,tube_mean_line_context,tube_max_line_context,tube_mean_attached_support,tube_max_attached_support,tube_mean_native_dark_score,tube_max_native_dark_score,tube_mean_sky_like,tube_max_sky_like,tube_sky_hit_rate,tube_mean_texture,tube_mean_residual,tube_mean_appearance,tube_mean_area,tube_mean_pair_score,tube_positive_pair_rate,tube_mean_pair_raw,tube_positive_pair_raw_rate,tube_mean_pair_bg,tube_positive_pair_bg_rate,tube_mean_pair_bg_local,tube_positive_pair_bg_local_rate,tube_mean_align_gain,tube_positive_align_rate,tube_mean_bg_dist,tube_mean_cv_resid,tube_mean_bg_minus_cv,tube_mean_cand_density,tube_log_cand_density,tube_mean_speed,tube_max_speed,tube_mean_accel,tube_max_accel,learned_score,fold
644,10,1,28,106,14,14,23.128862,24.071907,0.943044,1,1,0,7,0,-5.733995,4.221925,9.773085,large_dark,196,1.0,1.0,7.18,4.82,1.76,73.55,0.734,0.0,3.441,0.0,0.0,0.0,0,0,0.0,0.0,0.0,38.373,3.418,0.0,0.0,7.0,9.0,0.777778,0.222222,8.617286,3.575431,96.295143,0.857143,0.142857,0.142857,0.934429,1.155,3.282429,8.102,0.0,0.0,0.0,0.0,0.0,65.482857,11.13,16.815714,169.285714,-0.394855,0.0,-0.394855,0.0,-0.999667,0.0,-0.947358,0.0,-0.324616,0.0,4.136582,2.681708,1.454873,21.888889,3.130652,4.012124,12.747549,2.681708,11.628938,0.03886573750467422,0
644,11,6609,68,142,14,14,11.238585,14.298821,3.060237,1,1,0,9,0,0.086551,5.334595,1.51703,large_dark,196,1.0,1.0,4.3,1.97,31.34,82.45,0.387,0.0,3.611,0.0,0.0,0.0,0,0,0.0,0.0,0.0,38.423,3.096,0.0,0.0,9.0,9.0,1.0,0.0,5.222667,0.729906,58.842111,1.0,0.0,0.0,0.538222,0.587,3.387889,3.474,0.0,0.0,0.0,0.0,0.0,81.815556,5.508889,9.127778,196.0,-0.028295,0.111111,-0.028295,0.111111,0.002294,0.111111,-0.010014,0.0,-0.150853,0.0,2.586759,3.199642,-0.612883,21.888889,3.130652,2.876261,15.0,3.199642,14.87045,1.6770384384832324e-05,0
644,12,1,24,118,7,7,11.478304,12.781791,1.303487,1,1,0,8,0,-7.017097,5.946751,1.23004,map,49,1.0,1.0,10.27,8.51,10.56,68.92,0.923,0.0,2.476,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.881,0.931,0.0,0.0,8.0,9.0,0.888889,0.111111,7.83275,3.93213,84.379375,0.875,0.125,0.125,0.9375,1.155,2.98325,8.102,0.0,0.0,0.0,0.0,0.0,65.80375,10.125,15.78625,154.25,-0.344893,0.111111,-0.344893,0.111111,-0.961176,0.111111,-0.905796,0.111111,-0.315782,0.111111,5.741379,3.695667,2.045712,21.888889,3.130652,5.213893,17.902514,3.695667,13.724051,0.004761776346553376,0
644,13,1,16,81,14,14,11.789402,11.551751,-0.237651,1,1,0,7,1,-6.111557,-2.566762,0.189713,large_dark,196,1.0,1.0,0.0,15.76,10.42,63.38,0.986,0.0,3.896,0.0,0.0,0.0,0,0,0.0,0.0,0.0,42.11,7.331,0.0,0.0,7.0,9.0,0.777778,0.222222,7.532,3.992836,79.118286,0.714286,0.285714,0.285714,1.017571,1.237,3.904286,8.738,0.0,0.0,0.0,0.0,0.0,66.975714,9.944286,22.747143,142.571429,-0.256694,0.0,-0.256694,0.0,-0.700237,0.0,-0.544798,0.0,0.024167,0.111111,4.809869,3.212649,1.597221,21.888889,3.130652,5.312139,13.946326,3.212649,13.353065,0.026192918662237854,0
644,14,1,18,111,14,14,10.421379,11.362038,0.940659,1,1,0,7,1,-7.833995,4.571925,1.479839,large_dark,196,1.0,1.0,0.0,4.89,2.91,72.68,0.77,0.0,3.306,0.0,0.0,0.0,0,0,0.0,0.0,0.0,37.461,3.376,0.0,0.0,7.0,9.0,0.777778,0.222222,8.598,3.603553,96.164857,0.857143,0.142857,0.142857,0.939571,1.155,3.276429,8.102,0.0,0.0,0.0,0.0,0.0,65.358571,10.104286,16.825714,169.285714,-0.401483,0.0,-0.401483,0.0,-1.015216,0.0,-0.950761,0.0,-0.383254,0.0,4.552438,3.187982,1.364456,21.888889,3.130652,5.096813,17.902514,3.187982,13.724051,0.014703936347019693,0
644,15,9577,90,126,14,14,7.501332,9.882199,2.380867,1,1,0,3,0,0.0,0.0,0.817228,large_dark,196,1.0,1.0,7.13,6.4,17.8,81.65,0.561,0.0,3.652,0.0,0.0,0.0,0,0,0.0,0.0,0.0,38.771,3.61,0.0,0.0,3.0,3.0,1.0,0.0,3.474333,0.129307,36.503667,1.0,0.0,0.0,0.572,0.578,3.506667,3.61,0.0,0.0,0.0,0.0,0.0,80.77,5.23,6.853333,196.0,0.0,0.0,0.0,0.0,0.010706,0.0,0.0,0.0,0.013563,0.0,0.333333,0.0,0.333333,19.333333,3.012262,0.0,0.0,0.0,0.0,2.435184795683201e-05,0
644,16,1,6,78,14,14,9.228869,9.064971,-0.163898,0,1,0,7,2,-8.211557,-2.566762,1.625254,large_dark,196,1.0,1.0,3.12,15.76,10.42,63.39,0.986,0.0,3.924,0.0,0.0,0.0,0,0,0.0,0.0,0.0,42.11,7.328,0.0,0.0,7.0,9.0,0.777778,0.222222,7.536,3.989203,79.118286,0.714286,0.285714,0.285714,1.017571,1.237,3.903857,8.738,0.0,0.0,0.0,0.0,0.0,66.977143,10.39,22.747143,142.571429,-0.207241,0.111111,-0.207241,0.111111,-0.670667,0.111111,-0.4828,0.111111,0.011338,0.111111,5.528606,3.4086,2.120006,21.888889,3.130652,6.291775,13.946326,3.4086,13.353065,0.011703556831389173,0
644,17,1,24,84,14,14,7.585971,7.439717,-0.146254,1,1,0,8,0,-3.272512,-1.668395,2.786995,large_dark,196,1.0,1.0,4.67,15.89,10.71,65.08,0.865,0.0,3.918,0.0,0.0,0.0,0,0,0.0,0.0,0.0,41.507,4.839,0.0,0.0,8.0,9.0,0.888889,0.111111,7.08025,3.921535,74.416875,0.75,0.25,0.25,0.9985,1.237,4.021125,8.738,0.0,0.0,0.0,0.0,0.0,66.73875,9.285,21.89,149.25,-0.261537,0.0,-0.261537,0.0,-0.700746,0.0,-0.544798,0.0,0.023936,0.111111,4.92098,4.157979,0.763001,21.888889,3.130652,4.797841,13.946326,4.157979,13.353065,0.011875701217966406,0
644,18,9616,47,118,14,14,1.537222,4.652722,3.1155,0,0,0,1,0,0.0,0.0,0.576385,large_dark,196,1.0,1.0,7.43,6.58,16.52,80.12,0.555,0.0,3.717,0.0,0.0,0.0,0,0,0.0,0.0,0.0,39.61,2.268,0.0,0.0,1.0,1.0,1.0,0.0,3.717,0.0,39.61,1.0,0.0,0.0,0.555,0.555,2.268,2.268,0.0,0.0,0.0,0.0,0.0,80.12,7.43,6.58,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.833213,0.0,0.0,0.0,0.0,9.949896635099714e-06,0
644,19,1,12,116,14,14,3.675669,4.076337,0.400668,0,0,0,6,2,-7.315857,4.626135,0.242105,large_dark,196,1.0,1.0,4.84,4.89,2.92,72.68,0.77,0.0,3.349,0.0,0.0,0.0,0,0,0.0,0.0,0.0,37.461,3.374,0.0,0.0,6.0,9.0,0.666667,0.333333,8.280167,3.811306,91.529833,0.833333,0.166667,0.166667,0.945,1.155,3.549833,8.738,0.0,0.0,0.0,0.0,0.0,66.213333,12.001667,17.56,164.833333,-0.230693,0.0,-0.230693,0.0,-0.672197,0.0,-0.469545,0.111111,-0.057495,0.111111,4.463563,3.016762,1.4468,21.888889,3.130652,6.057181,15.572412,3.016762,13.353065,0.0023714701579638864,0
644,20,9620,89,34,12,12,0.920782,3.834232,2.91345,0,0,0,1,0,0.0,0.0,0.51847,map,144,1.0,1.0,12.94,6.12,14.01,27.77,0.501,0.0,3.048,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.443,0.553,0.0,0.072,1.0,1.0,1.0,0.0,3.048,0.0,2.443,1.0,0.0,0.0,0.501,0.501,0.553,0.553,0.0,0.0,0.072,0.072,0.0,27.77,12.94,6.12,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.833213,0.0,0.0,0.0,0.0,0.008187896141504194,0
644,21,9622,111,39,12,12,0.540912,3.315762,2.77485,0,0,0,1,0,0.0,0.0,0.231468,map,144,1.0,1.0,6.81,3.34,9.33,27.05,0.536,0.0,2.662,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.205,0.67,0.0,0.049,1.0,1.0,1.0,0.0,2.662,0.0,2.205,1.0,0.0,0.0,0.536,0.536,0.67,0.67,0.0,0.0,0.049,0.049,0.0,27.05,6.81,3.34,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.833213,0.0,0.0,0.0,0.0,0.0032046446038523717,0
644,22,9621,22,48,5,5,0.630295,3.084295,2.454,0,0,0,1,0,0.0,0.0,0.584416,map,25,1.0,1.0,15.32,10.76,12.15,40.16,0.857,0.0,2.874,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.134,0.643,0.0,0.0,1.0,1.0,1.0,0.0,2.874,0.0,2.134,1.0,0.0,0.0,0.857,0.857,0.643,0.643,0.0,0.0,0.0,0.0,0.0,40.16,15.32,10.76,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.833213,0.0,0.0,0.0,0.0,0.0037935130027356655,0
644,23,9554,0,132,12,12,-0.24816,2.499879,2.748039,0,0,0,2,2,-0.7,0.35,0.266331,map,144,1.0,1.0,17.93,4.41,4.59,60.64,0.673,0.0,2.981,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.612,1.367,0.0,0.0,2.0,4.0,0.5,0.5,2.965,0.016,2.5955,1.0,0.0,0.0,0.6915,0.71,1.4175,1.468,0.0,0.0,0.0,0.0,0.0,62.1,17.365,4.335,144.0,-0.234581,0.0,-0.234581,0.0,-0.144534,0.0,-0.073662,0.0,0.044924,0.25,0.790569,0.559017,0.231552,21.75,3.124565,0.950329,2.236068,0.559017,2.236068,0.00020241574846669325,0
644,24,9551,94,168,5,5,0.066217,2.233547,2.16733,0,0,0,2,2,0.7,1.4,0.267726,map,25,1.0,1.0,16.12,25.24,28.73,78.68,1.017,0.0,3.149,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.959,3.43,0.0,0.0,2.0,4.0,0.5,0.5,3.0635,0.0855,1.885,1.0,0.0,0.0,1.0,1.017,3.0915,3.43,0.0,0.0,0.0,0.0,0.0,81.79,15.24,24.68,25.0,0.395747,0.25,0.395747,0.25,0.21508,0.25,0.03986,0.0,0.047906,0.25,0.790569,1.118034,-0.327465,21.75,3.124565,1.900658,4.472136,1.118034,4.472136,0.010147689884590966,0
644,25,9560,128,164,5,5,-0.812597,1.965822,2.778418,0,0,0,2,2,0.7,1.4,0.798036,map,25,1.0,1.0,13.04,14.68,15.92,67.33,0.681,0.0,2.768,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.857,2.384,0.0,0.0,2.0,4.0,0.5,0.5,2.7175,0.0505,1.874,1.0,0.0,0.0,0.7845,0.888,2.3605,2.384,0.0,0.0,0.0,0.0,0.0,71.975,12.54,13.94,25.0,0.2862,0.25,0.2862,0.25,0.060796,0.25,0.008331,0.0,0.046282,0.25,0.790569,1.118034,-0.327465,21.75,3.124565,1.900658,4.472136,1.118034,4.472136,0.0011622754186060137,0
644,26,9585,30,158,7,7,-1.339081,1.167786,2.506867,0,0,0,1,2,0.0,0.0,0.135706,map,49,1.0,1.0,15.76,13.33,23.37,51.4,0.469,0.0,2.974,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.994,2.09,0.0,0.0,1.0,3.0,0.333333,0.666667,2.974,0.0,1.994,1.0,0.0,0.0,0.469,0.469,2.09,2.09,0.0,0.0,0.0,0.0,0.0,51.4,15.76,13.33,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,0.0012778317986083905,0
644,27,9583,14,184,7,7,-1.358687,1.03208,2.390767,0,0,0,1,2,0.0,0.0,0.051107,map,49,1.0,1.0,23.71,11.76,24.72,39.87,0.596,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.99,1.544,0.0,0.0,1.0,3.0,0.333333,0.666667,3.0,0.0,1.99,1.0,0.0,0.0,0.596,0.596,1.544,1.544,0.0,0.0,0.0,0.0,0.0,39.87,23.71,11.76,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,0.003920676847244735,0
644,28,9591,54,146,12,12,-1.464294,0.980973,2.445267,0,0,0,1,2,0.0,0.0,0.146665,map,144,1.0,1.0,15.53,10.71,7.5,75.12,0.195,0.0,2.741,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.051,2.699,0.0,0.0,1.0,3.0,0.333333,0.666667,2.741,0.0,2.051,1.0,0.0,0.0,0.195,0.195,2.699,2.699,0.0,0.0,0.0,0.0,0.0,75.12,15.53,10.71,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,6.512043182653529e-05,0
644,29,9576,68,150,14,14,3.298174,0.834307,-2.463867,0,0,0,2,1,0.0,0.0,0.045117,large_dark,196,1.0,1.0,0.0,1.99,32.59,80.72,0.383,0.0,3.33,0.0,0.0,0.0,0,0,0.0,0.0,0.0,35.37,8.775,0.0,0.0,2.0,3.0,0.666667,0.333333,3.4035,0.0735,35.37,1.0,0.0,0.0,0.383,0.383,8.775,8.775,0.0,0.0,0.0,0.0,0.0,80.72,8.275,1.99,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,1.8749916903459003e-06,0
644,30,9582,28,206,5,5,-1.459377,0.78919,2.248567,0,0,0,1,2,0.0,0.0,0.812268,map,25,1.0,1.0,24.4,9.08,7.91,56.06,0.89,0.0,3.002,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.262,2.328,0.0,0.0,1.0,3.0,0.333333,0.666667,3.002,0.0,2.262,1.0,0.0,0.0,0.89,0.89,2.328,2.328,0.0,0.0,0.0,0.0,0.0,56.06,24.4,9.08,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,0.0019150279546031848,0
644,31,6609,51,139,14,14,-2.959659,-0.023078,2.936582,1,0,0,6,1,-3.534838,3.269577,0.127149,large_dark,196,1.0,1.0,0.0,5.49,0.81,78.03,0.432,0.0,3.194,0.0,0.0,0.0,0,0,0.0,0.0,0.0,35.246,2.743,0.0,0.0,6.0,9.0,0.666667,0.333333,4.754167,0.701013,53.067833,1.0,0.0,0.0,0.549167,0.587,3.318833,3.474,0.0,0.0,0.0,0.0,0.0,80.486667,4.53,9.873333,196.0,-0.04104,0.0,-0.04104,0.0,-0.026256,0.0,0.000541,0.0,-0.048537,0.0,2.253842,2.565756,-0.311914,21.888889,3.130652,3.059469,13.453624,2.565756,13.338257,7.175497993677859e-05,0
644,32,9592,58,194,7,7,-1.753643,-0.150226,1.603417,0,0,0,1,2,0.0,0.0,2.580098,map,49,1.0,1.0,23.61,13.43,14.12,68.61,0.942,0.0,2.712,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.825,3.018,0.0,0.0,1.0,3.0,0.333333,0.666667,2.712,0.0,1.825,1.0,0.0,0.0,0.942,0.942,3.018,3.018,0.0,0.0,0.0,0.0,0.0,68.61,23.61,13.43,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,0.0011586832199199201,0
644,33,9169,72,168,5,5,-5.860101,-2.730325,3.129776,0,0,0,4,2,0.610536,-0.435177,0.236422,map,25,1.0,1.0,21.64,13.2,8.37,69.93,0.911,0.0,2.924,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.102,3.094,0.0,0.0,4.0,9.0,0.444444,0.555556,3.352,0.251297,28.245,1.0,0.0,0.0,0.638,0.911,2.85275,3.094,0.0,0.0,0.0,0.0,0.0,73.55,11.5475,5.2675,153.25,0.354579,0.222222,0.354579,0.222222,0.380325,0.222222,0.094483,0.111111,-0.040121,0.111111,2.26405,2.318397,-0.054346,21.888889,3.130652,2.038007,8.062258,2.318397,7.712031,0.00017051700600508528,0
644,34,6609,47,142,14,14,-5.874651,-2.966747,2.907904,0,0,0,6,2,-3.884838,3.269577,0.023141,large_dark,196,1.0,1.0,11.97,5.49,0.81,78.02,0.432,0.0,3.3,0.0,0.0,0.0,0,0,0.0,0.0,0.0,35.246,2.743,0.0,0.0,6.0,9.0,0.666667,0.333333,4.771833,0.661705,53.067833,1.0,0.0,0.0,0.549167,0.587,3.318833,3.474,0.0,0.0,0.0,0.0,0.0,80.485,6.525,9.873333,196.0,-0.15575,0.0,-0.15575,0.0,-0.150397,0.0,-0.038495,0.0,-0.043851,0.0,2.41078,2.638191,-0.227411,21.888889,3.130652,3.652641,14.142136,2.638191,13.990175,3.928310905948603e-05,0
644,35,9598,42,234,4,2,-3.339155,-2.989888,0.349267,0,0,0,1,2,0.0,0.0,0.605162,motion,7,0.875,2.0,38.12,0.0,16.26,61.99,1.036,0.86,1.077,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.333333,0.666667,1.077,0.0,0.0,0.0,0.0,1.0,1.036,1.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.99,38.12,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,1.82370963598884e-05,0
644,36,9597,45,211,4,9,-3.164517,-3.59505,-0.430533,0,0,0,1,2,0.0,0.0,2.833953,motion,33,0.917,2.25,40.69,0.0,5.19,63.17,0.958,1.42,1.232,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,1.0,3.0,0.333333,0.666667,1.232,0.0,0.0,0.0,0.0,0.0,0.958,0.958,2.12,2.12,0.0,0.0,0.0,0.0,0.0,63.17,40.69,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,5.0136835913505755e-05,0
644,37,9393,120,142,14,14,20.628779,-6.429003,-27.057783,1,0,0,8,0,0.072161,0.29575,1.032413,large_dark,196,1.0,1.0,5.24,11.69,2.02,78.33,0.738,0.0,3.723,0.0,0.0,0.0,0,0,0.0,0.0,0.0,40.46,25.456,0.0,0.0,8.0,9.0,0.888889,0.111111,3.40075,0.155295,37.361375,1.0,0.0,0.0,0.771875,0.793,29.2635,33.5,0.0,0.0,0.0,0.0,0.0,77.62375,4.54375,8.15625,196.0,-0.012745,0.0,-0.012745,0.0,-0.034923,0.0,-0.005366,0.0,0.032146,0.0,0.848783,0.973924,-0.125142,21.888889,3.130652,0.695863,2.0,0.973924,2.455,0.023375360467135193,0
644,38,9574,98,182,5,5,-0.738533,-7.461416,-6.722883,0,0,0,1,2,0.0,0.0,0.898153,map,25,1.0,1.0,32.56,24.28,25.22,77.16,0.982,0.0,3.795,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.507,11.849,0.0,0.0,1.0,3.0,0.333333,0.666667,3.795,0.0,2.507,1.0,0.0,0.0,0.982,0.982,11.849,11.849,0.0,0.0,0.0,0.0,0.0,77.16,32.56,24.28,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,0.016737880581891004,0
644,39,9595,50,202,4,7,-1.937235,-8.359569,-6.422333,0,0,0,1,2,0.0,0.0,0.655005,motion,22,0.786,1.75,36.93,26.46,33.28,61.18,0.819,1.91,2.473,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,9.229,0.0,0.0,1.0,3.0,0.333333,0.666667,2.473,0.0,0.0,0.0,0.0,0.0,0.819,0.819,9.229,9.229,0.0,0.0,0.0,0.0,0.0,61.18,36.93,26.46,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,0.12413664992926382,0
644,40,9589,88,215,12,12,-1.71049,-9.014574,-7.304083,0,0,0,1,2,0.0,0.0,9.908311,map,144,1.0,1.0,19.83,8.22,27.93,54.69,1.01,0.0,2.782,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.149,12.208,0.0,0.0,1.0,3.0,0.333333,0.666667,2.782,0.0,2.149,1.0,0.0,0.0,1.01,1.01,12.208,12.208,0.0,0.0,0.0,0.0,0.0,54.69,19.83,8.22,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,0.0006944361533482566,0
644,41,6609,87,150,4,5,0.370028,-18.922885,-19.292913,0,0,0,7,2,3.004856,3.875225,0.153803,appearance,16,0.8,1.25,10.25,37.65,47.84,110.62,0.737,0.0,2.899,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,45.033,0.0,0.0,7.0,9.0,0.777778,0.222222,4.850286,0.830496,49.776857,0.857143,0.142857,0.0,0.594857,0.737,9.376286,45.033,0.0,0.0,0.0,0.0,0.0,85.447143,6.634286,14.292857,170.285714,0.017844,0.111111,0.017844,0.111111,0.046139,0.111111,0.039143,0.111111,0.127709,0.111111,2.365985,2.932585,-0.566601,21.888889,3.130652,3.744747,14.008926,2.932585,14.023536,0.003657051589128825,0
644,42,9588,38,208,5,5,-1.558705,-19.076688,-17.517983,0,0,0,1,2,0.0,0.0,3.329652,map,25,1.0,1.0,27.08,14.36,14.64,58.59,0.872,0.0,2.891,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.899,21.504,0.0,0.0,1.0,3.0,0.333333,0.666667,2.891,0.0,1.899,1.0,0.0,0.0,0.872,0.872,21.504,21.504,0.0,0.0,0.0,0.0,0.0,58.59,27.08,14.36,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,0.014577880331040611,0
644,43,9548,72,186,7,7,-0.636969,-22.40634,-21.769372,0,0,0,2,2,-0.7,2.1,17.801786,map,49,1.0,1.0,22.9,10.69,5.9,62.56,0.832,0.0,3.2,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.497,26.221,0.0,0.0,2.0,4.0,0.5,0.5,3.2585,0.0585,2.482,1.0,0.0,0.0,0.8255,0.832,26.372,26.523,0.0,0.0,0.0,0.0,0.0,64.58,22.01,12.58,49.0,0.75,0.25,0.75,0.25,0.75,0.25,0.434218,0.25,0.229905,0.25,1.457738,1.581139,-0.123401,21.75,3.124565,2.687936,6.324555,1.581139,6.324555,0.0017641439207508704,0
644,44,9596,36,225,3,3,-2.358393,-40.208127,-37.849733,0,0,0,1,2,0.0,0.0,9.227823,motion,9,1.0,1.0,35.89,22.33,25.21,59.31,1.022,1.44,2.105,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.406,0.0,0.0,1.0,3.0,0.333333,0.666667,2.105,0.0,0.0,0.0,0.0,1.0,1.022,1.022,38.406,38.406,0.0,0.0,0.0,0.0,0.0,59.31,35.89,22.33,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,0.33643674259936335,0
644,45,9594,120,173,12,12,-1.909466,-49.435949,-47.526483,0,0,0,1,2,0.0,0.0,,map,144,1.0,1.0,17.83,7.06,13.73,69.65,0.786,0.0,2.49,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.941,48.872,0.0,0.0,1.0,3.0,0.333333,0.666667,2.49,0.0,1.941,1.0,0.0,0.0,0.786,0.786,48.872,48.872,0.0,0.0,0.0,0.0,0.0,69.65,17.83,7.06,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333,3.012262,0.0,0.0,0.0,0.0,0.003375420812279105,0
645,1,1,60,90,14,14,66.576038,69.323909,2.747871,1,1,1,8,0,0.981072,-0.316346,15.444828,large_dark,196,1.0,1.0,0.04,12.76,11.93,57.01,1.101,0.0,10.317,0.0,0.0,0.0,0,0,0.0,0.0,0.0,123.242,2.495,0.0,0.0,8.0,9.0,0.888889,0.111111,10.50375,0.263558,123.31375,1.0,0.0,0.0,0.971625,1.101,2.370125,2.495,0.0,0.0,0.0,0.0,0.0,58.88625,13.05875,13.45875,196.0,-0.585272,0.0,-0.585272,0.0,-1.065689,0.0,-0.792309,0.0,-0.086625,0.0,1.494185,1.377156,0.117028,18.777778,2.984559,1.06967,5.385165,1.377156,5.853198,0.922555540659429,1
645,2,1,55,92,14,14,51.206915,53.879081,2.672166,0,1,0,6,2,-0.370245,0.328175,10.541892,large_dark,196,1.0,1.0,0.0,14.62,6.99,60.53,0.942,0.0,10.047,0.0,0.0,0.0,0,0,0.0,0.0,0.0,119.456,2.363,0.0,0.0,6.0,9.0,0.666667,0.333333,10.5105,0.288434,123.339667,1.0,0.0,0.0,0.9285,0.942,2.3285,2.363,0.0,0.0,0.0,0.0,0.0,59.511667,11.11,13.691667,196.0,-0.38058,0.0,-0.38058,0.0,-0.732355,0.0,-0.556333,0.0,-0.062939,0.0,1.14282,0.550593,0.592227,18.777778,2.984559,0.581263,1.414214,0.550593,1.222875,0.7900610269277683,1
645,3,6609,70,128,14,14,40.559787,43.337189,2.777402,1,1,0,9,0,0.511258,0.282487,4.823222,large_dark,196,1.0,1.0,0.0,9.72,1.93,83.18,0.494,0.0,6.063,0.0,0.0,0.0,0,0,0.0,0.0,0.0,70.15,3.217,0.0,0.0,9.0,9.0,1.0,0.0,5.599111,0.522808,63.771111,1.0,0.0,0.0,0.540222,0.587,3.389,3.474,0.0,0.0,0.0,0.0,0.0,82.494444,5.025556,9.727778,196.0,-0.015295,0.111111,-0.015295,0.111111,0.012236,0.111111,0.003625,0.0,-0.018924,0.0,1.138352,1.785855,-0.647504,18.777778,2.984559,1.300912,4.472136,1.785855,5.253055,0.016553031782102122,1
