clip,frame,source,orig_x,orig_y,orig_w,orig_h,orig_cx,orig_cy,x,y,w,h,confidence,notes,track_id,rank,verified_score,selected,learned_score
529a6584-8974-4cf9-b7f7-f66d49cd3845,48,vision_verified_next_batch_v1,336.0,148.0,24.0,24.0,348.0,160.0,168.0,74.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,51.036506,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,49,vision_verified_next_batch_v1,330.0,152.0,24.0,24.0,342.0,164.0,165.0,76.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,45.425201,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,50,vision_verified_next_batch_v1,332.0,150.0,24.0,24.0,344.0,162.0,166.0,75.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,49.833337,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,51,vision_verified_next_batch_v1,326.0,154.0,24.0,24.0,338.0,166.0,163.0,77.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,45.485629,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,52,vision_verified_next_batch_v1,328.0,150.0,24.0,24.0,340.0,162.0,164.0,75.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,43.911674,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,53,vision_verified_next_batch_v1,324.0,150.0,24.0,24.0,336.0,162.0,162.0,75.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,49.12982,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,54,vision_verified_next_batch_v1,318.0,152.0,24.0,24.0,330.0,164.0,159.0,76.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,45.636082,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,55,vision_verified_next_batch_v1,322.0,148.0,24.0,24.0,334.0,160.0,161.0,74.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,49.052218,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,56,vision_verified_next_batch_v1,322.0,146.0,24.0,24.0,334.0,158.0,161.0,73.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,41.659431,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,57,vision_verified_next_batch_v1,318.0,146.0,24.0,24.0,330.0,158.0,159.0,73.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,44.362467,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,58,vision_verified_next_batch_v1,314.0,146.0,24.0,24.0,326.0,158.0,157.0,73.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,48.758004,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,59,vision_verified_next_batch_v1,312.0,144.0,24.0,24.0,324.0,156.0,156.0,72.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,41.700744,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,60,vision_verified_next_batch_v1,308.0,144.0,24.0,24.0,320.0,156.0,154.0,72.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,47.557098,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,61,vision_verified_next_batch_v1,306.0,142.0,24.0,24.0,318.0,154.0,153.0,71.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,40.794238,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,62,vision_verified_next_batch_v1,304.0,148.0,24.0,24.0,316.0,160.0,152.0,74.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,41.690306,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,63,vision_verified_next_batch_v1,300.0,150.0,24.0,24.0,312.0,162.0,150.0,75.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,46.10609,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,64,vision_verified_next_batch_v1,298.0,150.0,24.0,24.0,310.0,162.0,149.0,75.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,38.861138,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,65,vision_verified_next_batch_v1,296.0,152.0,24.0,24.0,308.0,164.0,148.0,76.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,45.994519,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,66,vision_verified_next_batch_v1,294.0,152.0,24.0,24.0,306.0,164.0,147.0,76.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,38.314841,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,67,vision_verified_next_batch_v1,284.0,150.0,24.0,24.0,296.0,162.0,142.0,75.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,35.839093,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,68,vision_verified_next_batch_v1,280.0,150.0,24.0,24.0,292.0,162.0,140.0,75.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,39.617579,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,69,vision_verified_next_batch_v1,276.0,150.0,24.0,24.0,288.0,162.0,138.0,75.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,33.431961,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,70,vision_verified_next_batch_v1,276.0,152.0,24.0,24.0,288.0,164.0,138.0,76.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,38.098789,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,71,vision_verified_next_batch_v1,276.0,162.0,24.0,24.0,288.0,174.0,138.0,81.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,34.759357,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,72,vision_verified_next_batch_v1,274.0,164.0,24.0,24.0,286.0,176.0,137.0,82.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,3.0,26.043245,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,73,vision_verified_next_batch_v1,272.0,158.0,24.0,24.0,284.0,170.0,136.0,79.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,34.262178,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,74,vision_verified_next_batch_v1,270.0,162.0,24.0,24.0,282.0,174.0,135.0,81.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,32.595774,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,75,vision_verified_next_batch_v1,268.0,162.0,24.0,24.0,280.0,174.0,134.0,81.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,37.878293,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,76,vision_verified_next_batch_v1,268.0,164.0,24.0,24.0,280.0,176.0,134.0,82.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,40.085128,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,77,vision_verified_next_batch_v1,264.0,166.0,24.0,24.0,276.0,178.0,132.0,83.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,40.611,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,78,vision_verified_next_batch_v1,262.0,168.0,24.0,24.0,274.0,180.0,131.0,84.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,49.152289,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,79,vision_verified_next_batch_v1,262.0,172.0,24.0,24.0,274.0,184.0,131.0,86.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,46.497157,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,80,vision_verified_next_batch_v1,260.0,172.0,24.0,24.0,272.0,184.0,130.0,86.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,54.711134,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,81,vision_verified_next_batch_v1,260.0,176.0,24.0,24.0,272.0,188.0,130.0,88.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,51.432601,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,82,vision_verified_next_batch_v1,258.0,176.0,24.0,24.0,270.0,188.0,129.0,88.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,51.429495,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,83,vision_verified_next_batch_v1,256.0,178.0,24.0,24.0,268.0,190.0,128.0,89.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,55.4468,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,84,vision_verified_next_batch_v1,254.0,180.0,24.0,24.0,266.0,192.0,127.0,90.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,46.721356,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,85,vision_verified_next_batch_v1,256.0,182.0,24.0,24.0,268.0,194.0,128.0,91.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,50.238197,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,86,vision_verified_next_batch_v1,256.0,184.0,24.0,24.0,268.0,196.0,128.0,92.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,3.0,42.277533,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,87,vision_verified_next_batch_v1,256.0,184.0,24.0,24.0,268.0,196.0,128.0,92.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,3.0,42.204642,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,88,vision_verified_next_batch_v1,256.0,186.0,24.0,24.0,268.0,198.0,128.0,93.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,45.823537,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,89,vision_verified_next_batch_v1,274.0,202.0,10.0,10.0,279.0,207.0,137.0,101.0,5.0,5.0,high,vision accepted range 37-149; target_529_main,,3.0,35.028857,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,90,vision_verified_next_batch_v1,254.0,196.0,24.0,24.0,266.0,208.0,127.0,98.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,44.858112,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,91,vision_verified_next_batch_v1,254.0,200.0,24.0,24.0,266.0,212.0,127.0,100.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,36.431661,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,92,vision_verified_next_batch_v1,256.0,190.0,24.0,24.0,268.0,202.0,128.0,95.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,36.962336,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,93,vision_verified_next_batch_v1,262.0,196.0,24.0,24.0,274.0,208.0,131.0,98.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,43.531725,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,94,vision_verified_next_batch_v1,264.0,198.0,24.0,24.0,276.0,210.0,132.0,99.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,37.767516,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,95,vision_verified_next_batch_v1,260.0,196.0,24.0,24.0,272.0,208.0,130.0,98.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,47.335612,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,96,vision_verified_next_batch_v1,262.0,196.0,24.0,24.0,274.0,208.0,131.0,98.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,38.673828,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,97,vision_verified_next_batch_v1,252.0,190.0,24.0,24.0,264.0,202.0,126.0,95.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,39.702206,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,98,vision_verified_next_batch_v1,250.0,192.0,24.0,24.0,262.0,204.0,125.0,96.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,44.629435,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,99,vision_verified_next_batch_v1,246.0,202.0,22.0,14.0,257.0,209.0,123.0,101.0,11.0,7.0,high,vision accepted range 37-149; target_529_main,,1.0,38.951967,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,100,vision_verified_next_batch_v1,248.0,198.0,24.0,24.0,260.0,210.0,124.0,99.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,43.592297,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,101,vision_verified_next_batch_v1,248.0,200.0,24.0,24.0,260.0,212.0,124.0,100.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,37.014242,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,102,vision_verified_next_batch_v1,242.0,200.0,24.0,24.0,254.0,212.0,121.0,100.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,39.103964,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,103,vision_verified_next_batch_v1,238.0,202.0,24.0,24.0,250.0,214.0,119.0,101.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,45.5699,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,104,vision_verified_next_batch_v1,232.0,210.0,22.0,10.0,243.0,215.0,116.0,105.0,11.0,5.0,high,vision accepted range 37-149; target_529_main,,1.0,41.515986,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,105,vision_verified_next_batch_v1,234.0,202.0,24.0,24.0,246.0,214.0,117.0,101.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,46.824032,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,106,vision_verified_next_batch_v1,210.0,210.0,24.0,24.0,222.0,222.0,105.0,105.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,32.33862,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,107,vision_verified_next_batch_v1,230.0,202.0,24.0,24.0,242.0,214.0,115.0,101.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,42.922975,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,108,vision_verified_next_batch_v1,228.0,204.0,24.0,24.0,240.0,216.0,114.0,102.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,47.799949,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,109,vision_verified_next_batch_v1,226.0,204.0,24.0,24.0,238.0,216.0,113.0,102.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,40.240568,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,110,vision_verified_next_batch_v1,222.0,198.0,24.0,24.0,234.0,210.0,111.0,99.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,46.79606,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,111,vision_verified_next_batch_v1,220.0,196.0,24.0,24.0,232.0,208.0,110.0,98.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,38.091538,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,112,vision_verified_next_batch_v1,220.0,198.0,24.0,24.0,232.0,210.0,110.0,99.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,40.272273,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,113,vision_verified_next_batch_v1,218.0,196.0,24.0,24.0,230.0,208.0,109.0,98.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,45.625417,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,114,vision_verified_next_batch_v1,216.0,194.0,24.0,24.0,228.0,206.0,108.0,97.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,37.851866,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,115,vision_verified_next_batch_v1,218.0,198.0,24.0,24.0,230.0,210.0,109.0,99.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,44.890453,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,116,vision_verified_next_batch_v1,218.0,198.0,24.0,24.0,230.0,210.0,109.0,99.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,36.962196,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,117,vision_verified_next_batch_v1,216.0,196.0,24.0,24.0,228.0,208.0,108.0,98.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,39.228717,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,118,vision_verified_next_batch_v1,216.0,200.0,24.0,24.0,228.0,212.0,108.0,100.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,44.56165,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,119,vision_verified_next_batch_v1,216.0,200.0,24.0,24.0,228.0,212.0,108.0,100.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,37.956627,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,120,vision_verified_next_batch_v1,212.0,194.0,24.0,24.0,224.0,206.0,106.0,97.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,46.474288,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,121,vision_verified_next_batch_v1,212.0,192.0,24.0,24.0,224.0,204.0,106.0,96.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,38.257447,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,122,vision_verified_next_batch_v1,212.0,200.0,24.0,24.0,224.0,212.0,106.0,100.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,39.404057,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,123,vision_verified_next_batch_v1,210.0,200.0,24.0,24.0,222.0,212.0,105.0,100.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,45.945191,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,124,vision_verified_next_batch_v1,210.0,200.0,24.0,24.0,222.0,212.0,105.0,100.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,38.052307,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,125,vision_verified_next_batch_v1,208.0,198.0,24.0,24.0,220.0,210.0,104.0,99.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,44.981915,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,126,vision_verified_next_batch_v1,208.0,198.0,24.0,24.0,220.0,210.0,104.0,99.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,37.674607,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,127,vision_verified_next_batch_v1,210.0,204.0,24.0,24.0,222.0,216.0,105.0,102.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,38.915445,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,128,vision_verified_next_batch_v1,208.0,204.0,24.0,24.0,220.0,216.0,104.0,102.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,44.855567,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,129,vision_verified_next_batch_v1,208.0,204.0,24.0,24.0,220.0,216.0,104.0,102.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,36.896325,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,130,vision_verified_next_batch_v1,206.0,202.0,24.0,24.0,218.0,214.0,103.0,101.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,44.635485,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,131,vision_verified_next_batch_v1,206.0,202.0,24.0,24.0,218.0,214.0,103.0,101.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,36.853827,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,132,vision_verified_next_batch_v1,206.0,202.0,24.0,24.0,218.0,214.0,103.0,101.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,37.010232,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,133,vision_verified_next_batch_v1,206.0,202.0,24.0,24.0,218.0,214.0,103.0,101.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,42.516987,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,134,vision_verified_next_batch_v1,206.0,202.0,24.0,24.0,218.0,214.0,103.0,101.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,35.655152,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,135,vision_verified_next_batch_v1,192.0,210.0,24.0,24.0,204.0,222.0,96.0,105.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,40.40893,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,136,vision_verified_next_batch_v1,188.0,212.0,24.0,24.0,200.0,224.0,94.0,106.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,3.0,33.952334,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,137,vision_verified_next_batch_v1,198.0,202.0,24.0,24.0,210.0,214.0,99.0,101.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,30.14748,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,138,vision_verified_next_batch_v1,202.0,198.0,24.0,24.0,214.0,210.0,101.0,99.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,34.691411,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,139,vision_verified_next_batch_v1,194.0,212.0,14.0,14.0,201.0,219.0,97.0,106.0,7.0,7.0,high,vision accepted range 37-149; target_529_main,,3.0,26.080005,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,140,vision_verified_next_batch_v1,188.0,208.0,24.0,24.0,200.0,220.0,94.0,104.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,30.709451,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,141,vision_verified_next_batch_v1,186.0,208.0,24.0,24.0,198.0,220.0,93.0,104.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,23.725518,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,142,vision_verified_next_batch_v1,198.0,196.0,24.0,24.0,210.0,208.0,99.0,98.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,10.0,6.945305,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,143,vision_verified_next_batch_v1,202.0,208.0,24.0,24.0,214.0,220.0,101.0,104.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,3.0,23.935108,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,144,vision_verified_next_batch_v1,202.0,210.0,24.0,24.0,214.0,222.0,101.0,105.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,3.0,17.055749,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,145,vision_verified_next_batch_v1,196.0,200.0,24.0,24.0,208.0,212.0,98.0,100.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,26.486715,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,146,vision_verified_next_batch_v1,198.0,198.0,24.0,24.0,210.0,210.0,99.0,99.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,2.0,25.604307,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,147,vision_verified_next_batch_v1,194.0,210.0,24.0,24.0,206.0,222.0,97.0,105.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,28.742981,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,148,vision_verified_next_batch_v1,192.0,212.0,24.0,24.0,204.0,224.0,96.0,106.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,36.219343,1,
529a6584-8974-4cf9-b7f7-f66d49cd3845,149,vision_verified_next_batch_v1,192.0,204.0,24.0,24.0,204.0,216.0,96.0,102.0,12.0,12.0,high,vision accepted range 37-149; target_529_main,,1.0,31.540968,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,437,vision_verified_next_batch_v1,354.0,140.0,24.0,24.0,366.0,152.0,177.0,70.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,29.009366,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,438,vision_verified_next_batch_v1,354.0,138.0,24.0,24.0,366.0,150.0,177.0,69.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,34.11702,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,439,vision_verified_next_batch_v1,350.0,142.0,24.0,24.0,362.0,154.0,175.0,71.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,36.14522,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,440,vision_verified_next_batch_v1,352.0,136.0,24.0,24.0,364.0,148.0,176.0,68.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,43.82761,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,441,vision_verified_next_batch_v1,348.0,142.0,24.0,24.0,360.0,154.0,174.0,71.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,44.94425,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,442,vision_verified_next_batch_v1,350.0,140.0,24.0,24.0,362.0,152.0,175.0,70.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,51.642423,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,443,vision_verified_next_batch_v1,348.0,142.0,24.0,24.0,360.0,154.0,174.0,71.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,57.376854,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,444,vision_verified_next_batch_v1,348.0,142.0,24.0,24.0,360.0,154.0,174.0,71.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,2.0,46.322382,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,445,vision_verified_next_batch_v1,344.0,144.0,24.0,24.0,356.0,156.0,172.0,72.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,54.582523,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,446,vision_verified_next_batch_v1,338.0,148.0,24.0,24.0,350.0,160.0,169.0,74.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,46.514865,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,447,vision_verified_next_batch_v1,340.0,148.0,24.0,24.0,352.0,160.0,170.0,74.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,45.201878,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,448,vision_verified_next_batch_v1,328.0,146.0,24.0,24.0,340.0,158.0,164.0,73.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,2.0,41.910673,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,449,vision_verified_next_batch_v1,324.0,146.0,24.0,24.0,336.0,158.0,162.0,73.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,2.0,32.80374,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,450,vision_verified_next_batch_v1,332.0,150.0,24.0,24.0,344.0,162.0,166.0,75.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,46.442466,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,451,vision_verified_next_batch_v1,326.0,154.0,24.0,24.0,338.0,166.0,163.0,77.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,42.278957,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,452,vision_verified_next_batch_v1,328.0,150.0,24.0,24.0,340.0,162.0,164.0,75.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,40.837601,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,453,vision_verified_next_batch_v1,324.0,150.0,24.0,24.0,336.0,162.0,162.0,75.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,45.739432,1,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,454,vision_verified_next_batch_v1,318.0,152.0,24.0,24.0,330.0,164.0,159.0,76.0,12.0,12.0,high,vision accepted range 437-588; target_7bd_late,,1.0,42.830318,1,
