clip,frame,det_x,det_y,det_w,det_h,visible,confidence,bg_split,source,oracle_hit,strict_hit,selected_dist_px,oracle_rank,oracle_source,vision_confidence,review_rank,notes
1c1258a1-d0f6-433e-9466-dbc1705fa263,190,178.0,74.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,191,178.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,192,178.0,73.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,193,179.0,77.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,194,180.0,79.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,195,179.0,76.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,197,179.0,78.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,198,180.0,82.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,200,180.0,81.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,201,180.0,82.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,202,181.0,85.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,203,181.0,87.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,204,181.0,89.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.162,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,205,181.0,88.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,207,182.0,90.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,208,182.0,91.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,210,182.0,90.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,211,182.0,90.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,1.803,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,212,183.0,91.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,213,183.0,94.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,215,184.0,92.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,216,184.0,92.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,1.581,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,217,185.0,95.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,218,186.0,96.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,219,187.0,97.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,2.915,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,220,186.0,97.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,222,185.0,99.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,223,188.0,99.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.536,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,225,188.0,101.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.536,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,227,189.0,103.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,228,186.0,104.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,230,187.0,107.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,233,188.0,112.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.5,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,234,188.0,113.03,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,2.0,1,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,235,188.0,114.07,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,2.001,1,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,236,188.0,115.1,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,2.532,1,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,237,188.0,116.13,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,2.527,1,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,238,188.0,117.17,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,178.28,2,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,239,188.0,118.2,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,177.645,44,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,240,188.0,119.23,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,190.82,24,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,241,188.0,120.27,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,191.126,14,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,242,188.0,121.3,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,188.928,32,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,243,188.0,122.33,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,135.6,43,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,244,188.0,123.37,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,201.849,43,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,245,188.0,124.4,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,190.174,35,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,246,188.0,125.43,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,198.224,20,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,247,188.0,126.47,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,194.186,34,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,248,188.0,127.5,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,105.746,42,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,249,188.0,128.53,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,6.494,40,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,250,188.0,129.57,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,113.061,8,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,251,188.0,130.6,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,5.951,1,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,252,188.0,131.63,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,6.843,26,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,253,188.0,132.67,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,8.769,30,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,254,188.0,133.7,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,5.86,29,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,255,188.0,134.73,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,8.723,2,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,256,188.0,135.77,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,False,8.692,2,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,257,188.0,136.8,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,4.888,1,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,258,188.0,137.83,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,4.862,1,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,259,188.0,138.87,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,3.714,1,appearance,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,260,188.0,139.9,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,2.1,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,261,188.0,140.93,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,2.719,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,262,188.0,141.97,12.0,12.0,1,medium_high,textured_non_sky,surface_audit_seed_v2,True,True,0.03,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,263,188.0,143.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,264,188.0,143.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.0,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,265,188.0,143.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,266,187.0,143.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.536,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,267,187.0,143.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,268,186.0,142.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,269,185.0,142.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,4.123,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,270,185.0,142.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,271,184.0,142.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.041,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,272,184.0,141.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,273,184.0,141.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,274,183.0,141.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,4.031,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,275,184.0,140.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,276,183.0,139.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.808,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,277,184.0,140.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,278,184.0,140.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,279,184.0,140.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.5,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,280,185.0,140.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,281,185.0,140.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.041,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,282,185.0,139.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,283,186.0,139.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,284,186.0,139.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.5,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,285,187.0,139.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,286,187.0,139.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.041,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,287,187.0,138.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,288,188.0,138.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,289,188.0,138.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.162,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,290,188.0,137.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,291,188.0,137.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.5,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,292,189.0,137.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,293,189.0,136.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,294,189.0,136.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.64,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,295,189.0,134.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,296,189.0,133.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.041,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,297,189.0,133.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,298,188.0,128.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,299,187.0,126.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,300,188.0,127.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,301,191.0,127.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,302,187.0,126.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,303,188.0,129.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.536,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,304,191.0,126.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,305,188.0,128.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,306,190.0,125.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,307,192.0,128.0,3.0,3.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,308,188.0,125.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,4.301,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,309,190.0,123.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,310,188.0,124.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,311,188.0,124.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.606,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,312,188.0,122.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,313,188.0,120.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,314,189.0,118.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,315,187.0,119.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,316,189.0,117.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,317,187.0,118.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,318,185.0,116.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.808,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,319,186.0,114.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,7.382,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,320,182.0,115.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,321,180.0,114.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.162,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,322,179.0,113.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,323,175.0,112.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,324,172.0,111.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,5.22,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,325,171.0,111.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,326,168.0,110.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,5.025,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,327,190.0,112.0,5.0,5.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,19.66,4,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,328,180.0,112.0,3.0,3.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,329,181.0,111.0,3.0,3.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,330,176.0,112.0,3.0,3.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,13.285,2,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,331,167.0,105.5,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,9.014,3,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,332,163.5,103.5,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,10.7,8,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,333,163.5,103.5,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,12.349,9,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,334,161.0,100.5,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,False,False,53.528,19,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,335,161.0,100.5,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,50.619,19,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,336,158.5,96.5,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,51.662,12,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,337,156.5,92.0,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,50.401,24,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,338,156.5,92.0,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,12.971,23,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,339,154.0,87.0,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,False,False,48.564,19,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,340,154.0,87.0,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,12.53,21,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,341,152.0,82.0,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,False,False,49.503,13,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,342,150.0,78.0,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,False,False,13.454,10,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,343,150.0,78.0,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,12.53,11,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,344,148.0,74.5,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,11.673,15,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,345,148.0,74.5,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,True,False,12.298,3,map,,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,346,146.5,71.5,14.0,14.0,1,high,textured_non_sky,surface_audit_seed_v2,False,False,11.336,4,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,37,178.0,69.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,38,177.0,69.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,39,175.0,71.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,40,176.0,68.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,41,174.0,71.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,42,175.0,70.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,43,174.0,71.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,44,174.0,71.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,4.123,2,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,45,172.0,72.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,46,172.0,72.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,3.606,2,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,47,170.0,74.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,48,168.0,74.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,49,165.0,76.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,50,166.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,51,163.0,77.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,52,164.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,53,162.0,75.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,54,159.0,76.0,12.0,12.0,1,high,textured_non_sky,surface_audit_seed_v2,True,True,0.0,1,map,,,
