clip,frame,source,orig_x,orig_y,orig_w,orig_h,orig_cx,orig_cy,x,y,w,h,confidence,notes,track_id,rank,verified_score,det_x,det_y,det_w,det_h,visible
1c1258a1-d0f6-433e-9466-dbc1705fa263,152,map,318.0,148.0,24.0,24.0,330.0,160.0,159.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,159.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,153,map,324.0,152.0,24.0,24.0,336.0,164.0,162.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,162.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,154,map,326.0,152.0,24.0,24.0,338.0,164.0,163.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,163.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,155,map,322.0,150.0,24.0,24.0,334.0,162.0,161.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,161.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,156,map,324.0,150.0,24.0,24.0,336.0,162.0,162.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,162.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,157,map,322.0,148.0,24.0,24.0,334.0,160.0,161.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,161.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,158,map,324.0,148.0,24.0,24.0,336.0,160.0,162.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,162.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,159,map,326.0,148.0,24.0,24.0,338.0,160.0,163.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,163.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,160,map,326.0,148.0,24.0,24.0,338.0,160.0,163.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,163.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,161,map,328.0,148.0,24.0,24.0,340.0,160.0,164.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,164.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,162,map,328.0,148.0,24.0,24.0,340.0,160.0,164.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,164.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,163,map,330.0,146.0,24.0,24.0,342.0,158.0,165.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,165.0,73.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,164,map,332.0,146.0,24.0,24.0,344.0,158.0,166.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,166.0,73.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,165,map,332.0,146.0,24.0,24.0,344.0,158.0,166.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,166.0,73.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,166,map,334.0,146.0,24.0,24.0,346.0,158.0,167.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,167.0,73.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,167,map,334.0,150.0,24.0,24.0,346.0,162.0,167.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,167.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,168,map,336.0,150.0,24.0,24.0,348.0,162.0,168.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,168.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,169,map,338.0,150.0,24.0,24.0,350.0,162.0,169.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,169.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,170,map,338.0,150.0,24.0,24.0,350.0,162.0,169.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,169.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,171,map,340.0,150.0,24.0,24.0,352.0,162.0,170.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,170.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,172,map,338.0,150.0,24.0,24.0,350.0,162.0,169.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,169.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,173,map,340.0,150.0,24.0,24.0,352.0,162.0,170.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,170.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,174,map,342.0,150.0,24.0,24.0,354.0,162.0,171.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,171.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,175,map,342.0,150.0,24.0,24.0,354.0,162.0,171.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,171.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,176,map,344.0,150.0,24.0,24.0,356.0,162.0,172.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,172.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,177,map,344.0,150.0,24.0,24.0,356.0,162.0,172.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,172.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,178,map,344.0,142.0,24.0,24.0,356.0,154.0,172.0,71.0,12.0,12.0,high,target_1c_measured_anchor,,,,172.0,71.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,179,map,352.0,148.0,10.0,10.0,357.0,153.0,176.0,74.0,5.0,5.0,high,target_1c_measured_anchor,,,,176.0,74.0,5.0,5.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,180,map,346.0,138.0,24.0,24.0,358.0,150.0,173.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,173.0,69.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,181,map,352.0,144.0,10.0,10.0,357.0,149.0,176.0,72.0,5.0,5.0,high,target_1c_measured_anchor,,,,176.0,72.0,5.0,5.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,182,map,348.0,134.0,24.0,24.0,360.0,146.0,174.0,67.0,12.0,12.0,high,target_1c_measured_anchor,,,,174.0,67.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,183,map,350.0,134.0,24.0,24.0,362.0,146.0,175.0,67.0,12.0,12.0,high,target_1c_measured_anchor,,,,175.0,67.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,184,map,352.0,132.0,24.0,24.0,364.0,144.0,176.0,66.0,12.0,12.0,high,target_1c_measured_anchor,,,,176.0,66.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,185,map,352.0,136.0,24.0,24.0,364.0,148.0,176.0,68.0,12.0,12.0,high,target_1c_measured_anchor,,,,176.0,68.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,186,map,368.0,160.0,6.0,6.0,371.0,163.0,184.0,80.0,3.0,3.0,high,target_1c_measured_anchor,,,,184.0,80.0,3.0,3.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,187,map,352.0,138.0,24.0,24.0,364.0,150.0,176.0,69.0,12.0,12.0,high,target_1c_measured_anchor,,,,176.0,69.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,188,map,354.0,140.0,24.0,24.0,366.0,152.0,177.0,70.0,12.0,12.0,high,target_1c_measured_anchor,,,,177.0,70.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,189,map,354.0,140.0,24.0,24.0,366.0,152.0,177.0,70.0,12.0,12.0,high,target_1c_measured_anchor,,,,177.0,70.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,190,map,356.0,148.0,24.0,24.0,368.0,160.0,178.0,74.0,12.0,12.0,high,target_1c_measured_anchor,,,,178.0,74.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,191,map,356.0,150.0,24.0,24.0,368.0,162.0,178.0,75.0,12.0,12.0,high,target_1c_measured_anchor,,,,178.0,75.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,192,map,356.0,146.0,24.0,24.0,368.0,158.0,178.0,73.0,12.0,12.0,high,target_1c_measured_anchor,,,,178.0,73.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,193,map,358.0,154.0,24.0,24.0,370.0,166.0,179.0,77.0,12.0,12.0,high,target_1c_measured_anchor,,,,179.0,77.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,194,map,360.0,158.0,24.0,24.0,372.0,170.0,180.0,79.0,12.0,12.0,high,target_1c_measured_anchor,,,,180.0,79.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,195,map,358.0,152.0,24.0,24.0,370.0,164.0,179.0,76.0,12.0,12.0,high,target_1c_measured_anchor,,,,179.0,76.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,196,map,368.0,164.0,6.0,6.0,371.0,167.0,184.0,82.0,3.0,3.0,high,target_1c_measured_anchor,,,,184.0,82.0,3.0,3.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,197,map,358.0,156.0,24.0,24.0,370.0,168.0,179.0,78.0,12.0,12.0,high,target_1c_measured_anchor,,,,179.0,78.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,198,map,360.0,164.0,24.0,24.0,372.0,176.0,180.0,82.0,12.0,12.0,high,target_1c_measured_anchor,,,,180.0,82.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,199,map,368.0,168.0,6.0,6.0,371.0,171.0,184.0,84.0,3.0,3.0,high,target_1c_measured_anchor,,,,184.0,84.0,3.0,3.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,200,map,360.0,162.0,24.0,24.0,372.0,174.0,180.0,81.0,12.0,12.0,high,target_1c_measured_anchor,,,,180.0,81.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,201,map,360.0,164.0,24.0,24.0,372.0,176.0,180.0,82.0,12.0,12.0,high,target_1c_measured_anchor,,,,180.0,82.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,202,map,362.0,170.0,24.0,24.0,374.0,182.0,181.0,85.0,12.0,12.0,high,target_1c_measured_anchor,,,,181.0,85.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,203,map,362.0,174.0,24.0,24.0,374.0,186.0,181.0,87.0,12.0,12.0,high,target_1c_measured_anchor,,,,181.0,87.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,204,map,362.0,178.0,24.0,24.0,374.0,190.0,181.0,89.0,12.0,12.0,high,target_1c_measured_anchor,,,,181.0,89.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,205,map,362.0,176.0,24.0,24.0,374.0,188.0,181.0,88.0,12.0,12.0,high,target_1c_measured_anchor,,,,181.0,88.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,206,map,372.0,180.0,10.0,10.0,377.0,185.0,186.0,90.0,5.0,5.0,high,target_1c_measured_anchor,,,,186.0,90.0,5.0,5.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,207,map,364.0,180.0,24.0,24.0,376.0,192.0,182.0,90.0,12.0,12.0,high,target_1c_measured_anchor,,,,182.0,90.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,208,map,364.0,182.0,24.0,24.0,376.0,194.0,182.0,91.0,12.0,12.0,high,target_1c_measured_anchor,,,,182.0,91.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,209,appearance,374.0,188.0,8.0,8.0,378.0,192.0,187.0,94.0,4.0,4.0,high,target_1c_measured_anchor,,,,187.0,94.0,4.0,4.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,210,map,364.0,180.0,24.0,24.0,376.0,192.0,182.0,90.0,12.0,12.0,high,target_1c_measured_anchor,,,,182.0,90.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,211,map,364.0,180.0,24.0,24.0,376.0,192.0,182.0,90.0,12.0,12.0,high,target_1c_measured_anchor,,,,182.0,90.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,212,map,366.0,182.0,24.0,24.0,378.0,194.0,183.0,91.0,12.0,12.0,high,target_1c_measured_anchor,,,,183.0,91.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,213,map,366.0,188.0,24.0,24.0,378.0,200.0,183.0,94.0,12.0,12.0,high,target_1c_measured_anchor,,,,183.0,94.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,214,appearance,376.0,194.0,8.0,8.0,380.0,198.0,188.0,97.0,4.0,4.0,high,target_1c_measured_anchor,,,,188.0,97.0,4.0,4.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,215,map,368.0,184.0,24.0,24.0,380.0,196.0,184.0,92.0,12.0,12.0,high,target_1c_measured_anchor,,,,184.0,92.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,216,map,368.0,184.0,24.0,24.0,380.0,196.0,184.0,92.0,12.0,12.0,high,target_1c_measured_anchor,,,,184.0,92.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,217,map,370.0,190.0,24.0,24.0,382.0,202.0,185.0,95.0,12.0,12.0,high,target_1c_measured_anchor,,,,185.0,95.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,218,map,372.0,192.0,24.0,24.0,384.0,204.0,186.0,96.0,12.0,12.0,high,target_1c_measured_anchor,,,,186.0,96.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,219,map,374.0,194.0,24.0,24.0,386.0,206.0,187.0,97.0,12.0,12.0,high,target_1c_measured_anchor,,,,187.0,97.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,220,map,372.0,194.0,24.0,24.0,384.0,206.0,186.0,97.0,12.0,12.0,high,target_1c_measured_anchor,,,,186.0,97.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,221,appearance,380.0,200.0,8.0,8.0,384.0,204.0,190.0,100.0,4.0,4.0,high,target_1c_measured_anchor,,,,190.0,100.0,4.0,4.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,222,map,370.0,198.0,24.0,24.0,382.0,210.0,185.0,99.0,12.0,12.0,high,target_1c_measured_anchor,,,,185.0,99.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,223,map,376.0,198.0,24.0,24.0,388.0,210.0,188.0,99.0,12.0,12.0,high,target_1c_measured_anchor,,,,188.0,99.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,224,appearance,380.0,206.0,10.0,8.0,385.0,210.0,190.0,103.0,5.0,4.0,high,target_1c_measured_anchor,,,,190.0,103.0,5.0,4.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,225,map,376.0,202.0,24.0,24.0,388.0,214.0,188.0,101.0,12.0,12.0,high,target_1c_measured_anchor,,,,188.0,101.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,226,appearance,380.0,210.0,10.0,8.0,385.0,214.0,190.0,105.0,5.0,4.0,high,target_1c_measured_anchor,,,,190.0,105.0,5.0,4.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,227,map,378.0,206.0,24.0,24.0,390.0,218.0,189.0,103.0,12.0,12.0,high,target_1c_measured_anchor,,,,189.0,103.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,228,map,372.0,208.0,24.0,24.0,384.0,220.0,186.0,104.0,12.0,12.0,high,target_1c_measured_anchor,,,,186.0,104.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,229,appearance,382.0,218.0,10.0,8.0,387.0,222.0,191.0,109.0,5.0,4.0,high,target_1c_measured_anchor,,,,191.0,109.0,5.0,4.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,230,map,374.0,214.0,24.0,24.0,386.0,226.0,187.0,107.0,12.0,12.0,high,target_1c_measured_anchor,,,,187.0,107.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,231,motion,386.0,228.0,16.0,8.0,394.0,232.0,193.0,114.0,8.0,4.0,high,target_1c_measured_anchor,,,,193.0,114.0,8.0,4.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,232,motion,384.0,228.0,18.0,8.0,393.0,232.0,192.0,114.0,9.0,4.0,high,target_1c_measured_anchor,,,,192.0,114.0,9.0,4.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,233,map,376.0,224.0,24.0,24.0,388.0,236.0,188.0,112.0,12.0,12.0,high,target_1c_measured_anchor,,,,188.0,112.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,234,vision_dense_recovery,376.0,226.06,24.0,24.0,388.0,238.06,188.0,113.03,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,113.03,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,235,vision_dense_recovery,376.0,228.14,24.0,24.0,388.0,240.14,188.0,114.07,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,114.07,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,236,vision_dense_recovery,376.0,230.2,24.0,24.0,388.0,242.2,188.0,115.1,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,115.1,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,237,vision_dense_recovery,376.0,232.26,24.0,24.0,388.0,244.26,188.0,116.13,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,116.13,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,238,vision_dense_recovery,376.0,234.34,24.0,24.0,388.0,246.34,188.0,117.17,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,117.17,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,239,vision_dense_recovery,376.0,236.4,24.0,24.0,388.0,248.4,188.0,118.2,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,118.2,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,240,vision_dense_recovery,376.0,238.46,24.0,24.0,388.0,250.46,188.0,119.23,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,119.23,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,241,vision_dense_recovery,376.0,240.54,24.0,24.0,388.0,252.54,188.0,120.27,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,120.27,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,242,vision_dense_recovery,376.0,242.6,24.0,24.0,388.0,254.6,188.0,121.3,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,121.3,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,243,vision_dense_recovery,376.0,244.66,24.0,24.0,388.0,256.66,188.0,122.33,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,122.33,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,244,vision_dense_recovery,376.0,246.74,24.0,24.0,388.0,258.74,188.0,123.37,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,123.37,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,245,vision_dense_recovery,376.0,248.8,24.0,24.0,388.0,260.8,188.0,124.4,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,124.4,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,246,vision_dense_recovery,376.0,250.86,24.0,24.0,388.0,262.86,188.0,125.43,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,125.43,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,247,vision_dense_recovery,376.0,252.94,24.0,24.0,388.0,264.94,188.0,126.47,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,126.47,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,248,vision_dense_recovery,376.0,255.0,24.0,24.0,388.0,267.0,188.0,127.5,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,127.5,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,249,vision_dense_recovery,376.0,257.06,24.0,24.0,388.0,269.06,188.0,128.53,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,128.53,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,250,vision_dense_recovery,376.0,259.14,24.0,24.0,388.0,271.14,188.0,129.57,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,129.57,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,251,vision_dense_recovery,376.0,261.2,24.0,24.0,388.0,273.2,188.0,130.6,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,130.6,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,252,vision_dense_recovery,376.0,263.26,24.0,24.0,388.0,275.26,188.0,131.63,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,131.63,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,253,vision_dense_recovery,376.0,265.34,24.0,24.0,388.0,277.34,188.0,132.67,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,132.67,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,254,vision_dense_recovery,376.0,267.4,24.0,24.0,388.0,279.4,188.0,133.7,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,133.7,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,255,vision_dense_recovery,376.0,269.46,24.0,24.0,388.0,281.46,188.0,134.73,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,134.73,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,256,vision_dense_recovery,376.0,271.54,24.0,24.0,388.0,283.54,188.0,135.77,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,135.77,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,257,vision_dense_recovery,376.0,273.6,24.0,24.0,388.0,285.6,188.0,136.8,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,136.8,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,258,vision_dense_recovery,376.0,275.66,24.0,24.0,388.0,287.66,188.0,137.83,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,137.83,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,259,vision_dense_recovery,376.0,277.74,24.0,24.0,388.0,289.74,188.0,138.87,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,138.87,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,260,vision_dense_recovery,376.0,279.8,24.0,24.0,388.0,291.8,188.0,139.9,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,139.9,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,261,vision_dense_recovery,376.0,281.86,24.0,24.0,388.0,293.86,188.0,140.93,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,140.93,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,262,vision_dense_recovery,376.0,283.94,24.0,24.0,388.0,295.94,188.0,141.97,12.0,12.0,medium_high,target_1c_interpolated_gap,,,,188.0,141.97,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,263,map,376.0,286.0,24.0,24.0,388.0,298.0,188.0,143.0,12.0,12.0,high,target_1c_measured_anchor,,,,188.0,143.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,264,map,376.0,286.0,24.0,24.0,388.0,298.0,188.0,143.0,12.0,12.0,high,target_1c_measured_anchor,,,,188.0,143.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,265,map,376.0,286.0,24.0,24.0,388.0,298.0,188.0,143.0,12.0,12.0,high,target_1c_measured_anchor,,,,188.0,143.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,266,map,374.0,286.0,24.0,24.0,386.0,298.0,187.0,143.0,12.0,12.0,high,target_1c_measured_anchor,,,,187.0,143.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,267,map,374.0,286.0,24.0,24.0,386.0,298.0,187.0,143.0,12.0,12.0,high,target_1c_measured_anchor,,,,187.0,143.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,268,map,372.0,284.0,24.0,24.0,384.0,296.0,186.0,142.0,12.0,12.0,high,target_1c_measured_anchor,,,,186.0,142.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,269,map,370.0,284.0,24.0,24.0,382.0,296.0,185.0,142.0,12.0,12.0,high,target_1c_measured_anchor,,,,185.0,142.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,270,map,370.0,284.0,24.0,24.0,382.0,296.0,185.0,142.0,12.0,12.0,high,target_1c_measured_anchor,,,,185.0,142.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,271,map,368.0,284.0,24.0,24.0,380.0,296.0,184.0,142.0,12.0,12.0,high,target_1c_measured_anchor,,,,184.0,142.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,272,map,368.0,282.0,24.0,24.0,380.0,294.0,184.0,141.0,12.0,12.0,high,target_1c_measured_anchor,,,,184.0,141.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,273,map,368.0,282.0,24.0,24.0,380.0,294.0,184.0,141.0,12.0,12.0,high,target_1c_measured_anchor,,,,184.0,141.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,274,map,366.0,282.0,24.0,24.0,378.0,294.0,183.0,141.0,12.0,12.0,high,target_1c_measured_anchor,,,,183.0,141.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,275,map,368.0,280.0,24.0,24.0,380.0,292.0,184.0,140.0,12.0,12.0,high,target_1c_measured_anchor,,,,184.0,140.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,276,map,366.0,278.0,24.0,24.0,378.0,290.0,183.0,139.0,12.0,12.0,high,target_1c_measured_anchor,,,,183.0,139.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,277,map,368.0,280.0,24.0,24.0,380.0,292.0,184.0,140.0,12.0,12.0,high,target_1c_measured_anchor,,,,184.0,140.0,12.0,12.0,1
1c1258a1-d0f6-433e-9466-dbc1705fa263,278,map,368.0,280.0,24.0,24.0,380.0,292.0,184.0,140.0,12.0,12.0,high,target_1c_measured_anchor,,,,184.0,140.0,12.0,12.0,1
