clip,frame,source,orig_x,orig_y,orig_w,orig_h,orig_cx,orig_cy,x,y,w,h,det_x,det_y,det_w,det_h,visible,confidence,notes
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,113,manual_key_interp_v2,152.05,167.35,36.0,34.0,170.05,184.35,76.03,83.67,18.0,17.0,76.03,83.67,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,114,manual_key_interp_v2,151.9,167.3,36.0,34.0,169.9,184.3,75.95,83.65,18.0,17.0,75.95,83.65,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,115,manual_key_interp_v2,151.75,167.25,36.0,34.0,169.75,184.25,75.88,83.62,18.0,17.0,75.88,83.62,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,116,manual_key_interp_v2,151.6,167.2,36.0,34.0,169.6,184.2,75.8,83.6,18.0,17.0,75.8,83.6,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,117,manual_key_interp_v2,151.45,167.15,36.0,34.0,169.45,184.15,75.72,83.58,18.0,17.0,75.72,83.58,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,118,manual_key_interp_v2,151.3,167.1,36.0,34.0,169.3,184.1,75.65,83.55,18.0,17.0,75.65,83.55,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,119,manual_key_interp_v2,151.15,167.05,36.0,34.0,169.15,184.05,75.58,83.53,18.0,17.0,75.58,83.53,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,120,manual_keyframe_v2,151.0,167.0,36.0,34.0,169.0,184.0,75.5,83.5,18.0,17.0,75.5,83.5,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,121,manual_key_interp_v2,150.95,166.95,36.0,34.0,168.95,183.95,75.47,83.47,18.0,17.0,75.47,83.47,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,122,manual_key_interp_v2,150.9,166.9,36.0,34.0,168.9,183.9,75.45,83.45,18.0,17.0,75.45,83.45,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,123,manual_key_interp_v2,150.85,166.85,36.0,34.0,168.85,183.85,75.42,83.42,18.0,17.0,75.42,83.42,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,124,manual_key_interp_v2,150.8,166.8,36.0,34.0,168.8,183.8,75.4,83.4,18.0,17.0,75.4,83.4,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,125,manual_key_interp_v2,150.75,166.75,36.0,34.0,168.75,183.75,75.38,83.38,18.0,17.0,75.38,83.38,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,126,manual_key_interp_v2,150.7,166.7,36.0,34.0,168.7,183.7,75.35,83.35,18.0,17.0,75.35,83.35,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,127,manual_key_interp_v2,150.65,166.65,36.0,34.0,168.65,183.65,75.33,83.33,18.0,17.0,75.33,83.33,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,128,manual_key_interp_v2,150.6,166.6,36.0,34.0,168.6,183.6,75.3,83.3,18.0,17.0,75.3,83.3,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,129,manual_key_interp_v2,150.55,166.55,36.0,34.0,168.55,183.55,75.28,83.28,18.0,17.0,75.28,83.28,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,130,manual_key_interp_v2,150.5,166.5,36.0,34.0,168.5,183.5,75.25,83.25,18.0,17.0,75.25,83.25,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,131,manual_key_interp_v2,150.45,166.45,36.0,34.0,168.45,183.45,75.22,83.22,18.0,17.0,75.22,83.22,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,132,manual_key_interp_v2,150.4,166.4,36.0,34.0,168.4,183.4,75.2,83.2,18.0,17.0,75.2,83.2,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,133,manual_key_interp_v2,150.35,166.35,36.0,34.0,168.35,183.35,75.17,83.17,18.0,17.0,75.17,83.17,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,134,manual_key_interp_v2,150.3,166.3,36.0,34.0,168.3,183.3,75.15,83.15,18.0,17.0,75.15,83.15,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,135,manual_key_interp_v2,150.25,166.25,36.0,34.0,168.25,183.25,75.12,83.12,18.0,17.0,75.12,83.12,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,136,manual_key_interp_v2,150.2,166.2,36.0,34.0,168.2,183.2,75.1,83.1,18.0,17.0,75.1,83.1,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,137,manual_key_interp_v2,150.15,166.15,36.0,34.0,168.15,183.15,75.08,83.08,18.0,17.0,75.08,83.08,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,138,manual_key_interp_v2,150.1,166.1,36.0,34.0,168.1,183.1,75.05,83.05,18.0,17.0,75.05,83.05,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,139,manual_key_interp_v2,150.05,166.05,36.0,34.0,168.05,183.05,75.03,83.03,18.0,17.0,75.03,83.03,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,140,manual_keyframe_v2,150.0,166.0,36.0,34.0,168.0,183.0,75.0,83.0,18.0,17.0,75.0,83.0,18.0,17.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,141,manual_key_interp_v2,149.65,165.85,36.1,34.1,167.7,182.9,74.82,82.92,18.05,17.05,74.82,82.92,18.05,17.05,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,142,manual_key_interp_v2,149.3,165.7,36.2,34.2,167.4,182.8,74.65,82.85,18.1,17.1,74.65,82.85,18.1,17.1,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,143,manual_key_interp_v2,148.95,165.55,36.3,34.3,167.1,182.7,74.47,82.77,18.15,17.15,74.47,82.77,18.15,17.15,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,144,manual_key_interp_v2,148.6,165.4,36.4,34.4,166.8,182.6,74.3,82.7,18.2,17.2,74.3,82.7,18.2,17.2,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,145,manual_key_interp_v2,148.25,165.25,36.5,34.5,166.5,182.5,74.12,82.62,18.25,17.25,74.12,82.62,18.25,17.25,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,146,manual_key_interp_v2,147.9,165.1,36.6,34.6,166.2,182.4,73.95,82.55,18.3,17.3,73.95,82.55,18.3,17.3,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,147,manual_key_interp_v2,147.55,164.95,36.7,34.7,165.9,182.3,73.78,82.48,18.35,17.35,73.78,82.48,18.35,17.35,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,148,manual_key_interp_v2,147.2,164.8,36.8,34.8,165.6,182.2,73.6,82.4,18.4,17.4,73.6,82.4,18.4,17.4,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,149,manual_key_interp_v2,146.85,164.65,36.9,34.9,165.3,182.1,73.43,82.33,18.45,17.45,73.43,82.33,18.45,17.45,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,150,manual_key_interp_v2,146.5,164.5,37.0,35.0,165.0,182.0,73.25,82.25,18.5,17.5,73.25,82.25,18.5,17.5,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,151,manual_key_interp_v2,146.15,164.35,37.1,35.1,164.7,181.9,73.07,82.17,18.55,17.55,73.07,82.17,18.55,17.55,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,152,manual_key_interp_v2,145.8,164.2,37.2,35.2,164.4,181.8,72.9,82.1,18.6,17.6,72.9,82.1,18.6,17.6,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,153,manual_key_interp_v2,145.45,164.05,37.3,35.3,164.1,181.7,72.72,82.02,18.65,17.65,72.72,82.02,18.65,17.65,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,154,manual_key_interp_v2,145.1,163.9,37.4,35.4,163.8,181.6,72.55,81.95,18.7,17.7,72.55,81.95,18.7,17.7,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,155,manual_key_interp_v2,144.75,163.75,37.5,35.5,163.5,181.5,72.38,81.88,18.75,17.75,72.38,81.88,18.75,17.75,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,156,manual_key_interp_v2,144.4,163.6,37.6,35.6,163.2,181.4,72.2,81.8,18.8,17.8,72.2,81.8,18.8,17.8,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,157,manual_key_interp_v2,144.05,163.45,37.7,35.7,162.9,181.3,72.03,81.73,18.85,17.85,72.03,81.73,18.85,17.85,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,158,manual_key_interp_v2,143.7,163.3,37.8,35.8,162.6,181.2,71.85,81.65,18.9,17.9,71.85,81.65,18.9,17.9,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,159,manual_key_interp_v2,143.35,163.15,37.9,35.9,162.3,181.1,71.68,81.58,18.95,17.95,71.68,81.58,18.95,17.95,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,160,manual_keyframe_v2,143.0,163.0,38.0,36.0,162.0,181.0,71.5,81.5,19.0,18.0,71.5,81.5,19.0,18.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,161,manual_key_interp_v2,143.35,162.3,38.1,36.1,162.4,180.35,71.67,81.15,19.05,18.05,71.67,81.15,19.05,18.05,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,162,manual_key_interp_v2,143.7,161.6,38.2,36.2,162.8,179.7,71.85,80.8,19.1,18.1,71.85,80.8,19.1,18.1,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,163,manual_key_interp_v2,144.05,160.9,38.3,36.3,163.2,179.05,72.02,80.45,19.15,18.15,72.02,80.45,19.15,18.15,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,164,manual_key_interp_v2,144.4,160.2,38.4,36.4,163.6,178.4,72.2,80.1,19.2,18.2,72.2,80.1,19.2,18.2,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,165,manual_key_interp_v2,144.75,159.5,38.5,36.5,164.0,177.75,72.38,79.75,19.25,18.25,72.38,79.75,19.25,18.25,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,166,manual_key_interp_v2,145.1,158.8,38.6,36.6,164.4,177.1,72.55,79.4,19.3,18.3,72.55,79.4,19.3,18.3,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,167,manual_key_interp_v2,145.45,158.1,38.7,36.7,164.8,176.45,72.73,79.05,19.35,18.35,72.73,79.05,19.35,18.35,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,168,manual_key_interp_v2,145.8,157.4,38.8,36.8,165.2,175.8,72.9,78.7,19.4,18.4,72.9,78.7,19.4,18.4,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,169,manual_key_interp_v2,146.15,156.7,38.9,36.9,165.6,175.15,73.08,78.35,19.45,18.45,73.08,78.35,19.45,18.45,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,170,manual_key_interp_v2,146.5,156.0,39.0,37.0,166.0,174.5,73.25,78.0,19.5,18.5,73.25,78.0,19.5,18.5,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,171,manual_key_interp_v2,146.85,155.3,39.1,37.1,166.4,173.85,73.42,77.65,19.55,18.55,73.42,77.65,19.55,18.55,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,172,manual_key_interp_v2,147.2,154.6,39.2,37.2,166.8,173.2,73.6,77.3,19.6,18.6,73.6,77.3,19.6,18.6,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,173,manual_key_interp_v2,147.55,153.9,39.3,37.3,167.2,172.55,73.77,76.95,19.65,18.65,73.77,76.95,19.65,18.65,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,174,manual_key_interp_v2,147.9,153.2,39.4,37.4,167.6,171.9,73.95,76.6,19.7,18.7,73.95,76.6,19.7,18.7,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,175,manual_key_interp_v2,148.25,152.5,39.5,37.5,168.0,171.25,74.12,76.25,19.75,18.75,74.12,76.25,19.75,18.75,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,176,manual_key_interp_v2,148.6,151.8,39.6,37.6,168.4,170.6,74.3,75.9,19.8,18.8,74.3,75.9,19.8,18.8,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,177,manual_key_interp_v2,148.95,151.1,39.7,37.7,168.8,169.95,74.48,75.55,19.85,18.85,74.48,75.55,19.85,18.85,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,178,manual_key_interp_v2,149.3,150.4,39.8,37.8,169.2,169.3,74.65,75.2,19.9,18.9,74.65,75.2,19.9,18.9,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,179,manual_key_interp_v2,149.65,149.7,39.9,37.9,169.6,168.65,74.83,74.85,19.95,18.95,74.83,74.85,19.95,18.95,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,180,manual_keyframe_v2,150.0,149.0,40.0,38.0,170.0,168.0,75.0,74.5,20.0,19.0,75.0,74.5,20.0,19.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,181,manual_key_interp_v2,150.25,148.7,40.1,38.1,170.3,167.75,75.12,74.35,20.05,19.05,75.12,74.35,20.05,19.05,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,182,manual_key_interp_v2,150.5,148.4,40.2,38.2,170.6,167.5,75.25,74.2,20.1,19.1,75.25,74.2,20.1,19.1,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,183,manual_key_interp_v2,150.75,148.1,40.3,38.3,170.9,167.25,75.38,74.05,20.15,19.15,75.38,74.05,20.15,19.15,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,184,manual_key_interp_v2,151.0,147.8,40.4,38.4,171.2,167.0,75.5,73.9,20.2,19.2,75.5,73.9,20.2,19.2,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,185,manual_key_interp_v2,151.25,147.5,40.5,38.5,171.5,166.75,75.62,73.75,20.25,19.25,75.62,73.75,20.25,19.25,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,186,manual_key_interp_v2,151.5,147.2,40.6,38.6,171.8,166.5,75.75,73.6,20.3,19.3,75.75,73.6,20.3,19.3,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,187,manual_key_interp_v2,151.75,146.9,40.7,38.7,172.1,166.25,75.88,73.45,20.35,19.35,75.88,73.45,20.35,19.35,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,188,manual_key_interp_v2,152.0,146.6,40.8,38.8,172.4,166.0,76.0,73.3,20.4,19.4,76.0,73.3,20.4,19.4,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,189,manual_key_interp_v2,152.25,146.3,40.9,38.9,172.7,165.75,76.12,73.15,20.45,19.45,76.12,73.15,20.45,19.45,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,190,manual_key_interp_v2,152.5,146.0,41.0,39.0,173.0,165.5,76.25,73.0,20.5,19.5,76.25,73.0,20.5,19.5,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,191,manual_key_interp_v2,152.75,145.7,41.1,39.1,173.3,165.25,76.38,72.85,20.55,19.55,76.38,72.85,20.55,19.55,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,192,manual_key_interp_v2,153.0,145.4,41.2,39.2,173.6,165.0,76.5,72.7,20.6,19.6,76.5,72.7,20.6,19.6,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,193,manual_key_interp_v2,153.25,145.1,41.3,39.3,173.9,164.75,76.62,72.55,20.65,19.65,76.62,72.55,20.65,19.65,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,194,manual_key_interp_v2,153.5,144.8,41.4,39.4,174.2,164.5,76.75,72.4,20.7,19.7,76.75,72.4,20.7,19.7,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,195,manual_key_interp_v2,153.75,144.5,41.5,39.5,174.5,164.25,76.88,72.25,20.75,19.75,76.88,72.25,20.75,19.75,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,196,manual_key_interp_v2,154.0,144.2,41.6,39.6,174.8,164.0,77.0,72.1,20.8,19.8,77.0,72.1,20.8,19.8,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,197,manual_key_interp_v2,154.25,143.9,41.7,39.7,175.1,163.75,77.12,71.95,20.85,19.85,77.12,71.95,20.85,19.85,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,198,manual_key_interp_v2,154.5,143.6,41.8,39.8,175.4,163.5,77.25,71.8,20.9,19.9,77.25,71.8,20.9,19.9,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,199,manual_key_interp_v2,154.75,143.3,41.9,39.9,175.7,163.25,77.38,71.65,20.95,19.95,77.38,71.65,20.95,19.95,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,200,manual_keyframe_v2,155.0,143.0,42.0,40.0,176.0,163.0,77.5,71.5,21.0,20.0,77.5,71.5,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,201,manual_key_interp_v2,155.2,143.55,42.0,40.0,176.2,163.55,77.6,71.78,21.0,20.0,77.6,71.78,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,202,manual_key_interp_v2,155.4,144.1,42.0,40.0,176.4,164.1,77.7,72.05,21.0,20.0,77.7,72.05,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,203,manual_key_interp_v2,155.6,144.65,42.0,40.0,176.6,164.65,77.8,72.33,21.0,20.0,77.8,72.33,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,204,manual_key_interp_v2,155.8,145.2,42.0,40.0,176.8,165.2,77.9,72.6,21.0,20.0,77.9,72.6,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,205,manual_key_interp_v2,156.0,145.75,42.0,40.0,177.0,165.75,78.0,72.88,21.0,20.0,78.0,72.88,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,206,manual_key_interp_v2,156.2,146.3,42.0,40.0,177.2,166.3,78.1,73.15,21.0,20.0,78.1,73.15,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,207,manual_key_interp_v2,156.4,146.85,42.0,40.0,177.4,166.85,78.2,73.42,21.0,20.0,78.2,73.42,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,208,manual_key_interp_v2,156.6,147.4,42.0,40.0,177.6,167.4,78.3,73.7,21.0,20.0,78.3,73.7,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,209,manual_key_interp_v2,156.8,147.95,42.0,40.0,177.8,167.95,78.4,73.97,21.0,20.0,78.4,73.97,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,210,manual_key_interp_v2,157.0,148.5,42.0,40.0,178.0,168.5,78.5,74.25,21.0,20.0,78.5,74.25,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,211,manual_key_interp_v2,157.2,149.05,42.0,40.0,178.2,169.05,78.6,74.53,21.0,20.0,78.6,74.53,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,212,manual_key_interp_v2,157.4,149.6,42.0,40.0,178.4,169.6,78.7,74.8,21.0,20.0,78.7,74.8,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,213,manual_key_interp_v2,157.6,150.15,42.0,40.0,178.6,170.15,78.8,75.08,21.0,20.0,78.8,75.08,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,214,manual_key_interp_v2,157.8,150.7,42.0,40.0,178.8,170.7,78.9,75.35,21.0,20.0,78.9,75.35,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,215,manual_key_interp_v2,158.0,151.25,42.0,40.0,179.0,171.25,79.0,75.62,21.0,20.0,79.0,75.62,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,216,manual_key_interp_v2,158.2,151.8,42.0,40.0,179.2,171.8,79.1,75.9,21.0,20.0,79.1,75.9,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,217,manual_key_interp_v2,158.4,152.35,42.0,40.0,179.4,172.35,79.2,76.17,21.0,20.0,79.2,76.17,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,218,manual_key_interp_v2,158.6,152.9,42.0,40.0,179.6,172.9,79.3,76.45,21.0,20.0,79.3,76.45,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,219,manual_key_interp_v2,158.8,153.45,42.0,40.0,179.8,173.45,79.4,76.72,21.0,20.0,79.4,76.72,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,220,manual_keyframe_v2,159.0,154.0,42.0,40.0,180.0,174.0,79.5,77.0,21.0,20.0,79.5,77.0,21.0,20.0,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,221,manual_key_interp_v2,158.85,154.6,41.9,39.9,179.8,174.55,79.43,77.3,20.95,19.95,79.43,77.3,20.95,19.95,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,222,manual_key_interp_v2,158.7,155.2,41.8,39.8,179.6,175.1,79.35,77.6,20.9,19.9,79.35,77.6,20.9,19.9,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,223,manual_key_interp_v2,158.55,155.8,41.7,39.7,179.4,175.65,79.28,77.9,20.85,19.85,79.28,77.9,20.85,19.85,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,224,manual_key_interp_v2,158.4,156.4,41.6,39.6,179.2,176.2,79.2,78.2,20.8,19.8,79.2,78.2,20.8,19.8,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,225,manual_key_interp_v2,158.25,157.0,41.5,39.5,179.0,176.75,79.12,78.5,20.75,19.75,79.12,78.5,20.75,19.75,1,high,vision_manual_keyframe_interpolation_v2
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,226,manual_key_interp_v2,158.1,157.6,41.4,39.4,178.8,177.3,79.05,78.8,20.7,19.7,79.05,78.8,20.7,19.7,1,high,vision_manual_keyframe_interpolation_v2
