clip,frame,checkpoint_label,rank,bbox,verified_score,raw_score,tube_verifier_score,candidate_source,notes,overview_image,crop_sheet,human_label,human_notes
e6a60298-989b-4c37-9b8f-79e0af4d62a0,2230,active_mine_high_score,1,"[185, 140, 12, 12]",47.189722,44.363948,2.825774,map,learned_score=0.913; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02230_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02230_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,2230,active_mine_high_score,2,"[192, 144, 7, 7]",39.574166,36.95267,2.621496,map,learned_score=0.913; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02230_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02230_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,2230,active_mine_high_score,3,"[284, 132, 3, 3]",4.138914,0.289253,3.849661,map,learned_score=0.913; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02230_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02230_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,2230,active_mine_high_score,6,"[278, 124, 3, 3]",2.963208,-0.804323,3.767531,map,learned_score=0.913; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02230_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02230_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,90,active_mine_high_score,1,"[134, 68, 12, 12]",52.20913,47.672238,4.536891,map,learned_score=0.909; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,90,active_mine_high_score,2,"[142, 72, 7, 7]",40.413276,38.28587,2.127406,map,learned_score=0.909; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,90,active_mine_high_score,3,"[132, 76, 3, 3]",39.766606,35.156917,4.609689,map,learned_score=0.909; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,90,active_mine_high_score,4,"[134, 68, 3, 3]",39.714783,35.066144,4.648639,map,learned_score=0.909; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,90,active_mine_high_score,7,"[30, 216, 3, 3]",5.189958,1.449993,3.739965,map,learned_score=0.909; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,90,active_mine_high_score,8,"[16, 210, 3, 3]",4.667797,1.22096,3.446837,map,learned_score=0.909; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00090_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,2040,active_mine_high_score,1,"[134, 68, 12, 12]",51.489772,46.93361,4.556162,map,learned_score=0.908; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,2040,active_mine_high_score,2,"[142, 72, 7, 7]",39.65357,37.507194,2.146376,map,learned_score=0.908; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,2040,active_mine_high_score,3,"[132, 76, 3, 3]",38.901789,34.3049,4.596889,map,learned_score=0.908; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,2040,active_mine_high_score,4,"[134, 68, 3, 3]",35.871226,31.236537,4.634689,map,learned_score=0.908; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,2040,active_mine_high_score,7,"[30, 216, 3, 3]",6.715795,3.180357,3.535438,map,learned_score=0.908; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,2040,active_mine_high_score,8,"[50, 226, 3, 3]",4.999627,1.342767,3.65686,map,learned_score=0.908; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f02040_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,1999,active_mine_high_score,1,"[184, 79, 10, 7]",47.898813,43.484302,4.414511,appearance,learned_score=0.903; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f01999_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f01999_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,1999,active_mine_high_score,2,"[180, 76, 12, 12]",45.728355,40.977468,4.750887,map,learned_score=0.903; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f01999_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f01999_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,1999,active_mine_high_score,3,"[9, 44, 3, 3]",10.176503,6.216505,3.959997,map,learned_score=0.903; selected_rank=2; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f01999_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f01999_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,553,active_mine_high_score,1,"[95, 106, 12, 12]",33.293604,30.565422,2.728183,map,learned_score=0.894; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00553_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00553_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,553,active_mine_high_score,2,"[92, 108, 3, 3]",18.672934,16.044387,2.628546,map,learned_score=0.894; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00553_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00553_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,553,active_mine_high_score,3,"[116, 166, 3, 3]",6.518105,3.043955,3.47415,map,learned_score=0.894; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00553_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00553_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,553,active_mine_high_score,4,"[139, 152, 4, 5]",6.289914,6.160104,0.129811,appearance,learned_score=0.894; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00553_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00553_crops.jpg,,
7bd296cd-c800-4be9-ab0f-07e8d68cb648,553,active_mine_high_score,7,"[302, 62, 3, 3]",3.968335,0.619755,3.348579,map,learned_score=0.894; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00553_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/7bd296cd-c800-4be9-ab0f-07e8d68cb648_f00553_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,148,active_mine_high_score,1,"[96, 106, 12, 12]",39.105474,36.153709,2.951765,map,learned_score=0.888; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,148,active_mine_high_score,2,"[92, 108, 7, 7]",31.350433,28.570918,2.779515,map,learned_score=0.888; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,148,active_mine_high_score,3,"[98, 104, 7, 7]",30.462819,27.611688,2.851131,map,learned_score=0.888; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,148,active_mine_high_score,4,"[162, 86, 12, 12]",23.810273,20.225245,3.585028,map,learned_score=0.888; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,148,active_mine_high_score,5,"[106, 109, 7, 7]",23.497435,20.797704,2.699731,map,learned_score=0.888; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_crops.jpg,,
529a6584-8974-4cf9-b7f7-f66d49cd3845,148,active_mine_high_score,6,"[165, 85, 12, 12]",17.251792,13.845269,3.406522,map,learned_score=0.888; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/529a6584-8974-4cf9-b7f7-f66d49cd3845_f00148_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,305,active_mine_high_score,1,"[188, 128, 12, 12]",37.609028,31.12839,6.480638,map,learned_score=0.860; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,305,active_mine_high_score,2,"[192, 128, 3, 3]",32.318234,27.986828,4.331406,map,learned_score=0.860; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,305,active_mine_high_score,3,"[192, 126, 12, 12]",29.570116,25.278977,4.29114,map,learned_score=0.860; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,305,active_mine_high_score,5,"[186, 134, 3, 3]",23.645626,19.347557,4.298069,map,learned_score=0.860; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,305,active_mine_high_score,7,"[202, 122, 3, 3]",17.077034,12.729104,4.34793,map,learned_score=0.860; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_crops.jpg,,
1c1258a1-d0f6-433e-9466-dbc1705fa263,305,active_mine_high_score,8,"[212, 134, 3, 3]",14.546632,10.635436,3.911196,map,learned_score=0.860; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/1c1258a1-d0f6-433e-9466-dbc1705fa263_f00305_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,48,active_mine_high_score,1,"[156, 29, 12, 12]",39.812331,33.80637,6.005961,map,learned_score=0.848; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00048_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00048_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,48,active_mine_high_score,2,"[158, 28, 5, 5]",28.956852,25.210747,3.746106,map,learned_score=0.848; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00048_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00048_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,48,active_mine_high_score,3,"[148, 27, 12, 12]",25.898742,22.11576,3.782982,map,learned_score=0.848; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00048_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00048_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,350,active_mine_high_score,1,"[148, 127, 12, 12]",37.064272,32.274757,4.789515,map,learned_score=0.846; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00350_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00350_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,350,active_mine_high_score,2,"[156, 132, 3, 3]",29.110835,26.417837,2.692998,map,learned_score=0.846; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00350_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00350_crops.jpg,,
e6a60298-989b-4c37-9b8f-79e0af4d62a0,350,active_mine_high_score,4,"[140, 138, 3, 3]",11.499138,8.80891,2.690228,map,learned_score=0.846; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00350_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e6a60298-989b-4c37-9b8f-79e0af4d62a0_f00350_crops.jpg,,
59e41a0c-f704-4589-96db-d7c283d33717,48,active_mine_high_score,1,"[156, 29, 12, 12]",37.074081,32.740523,4.333558,map,learned_score=0.836; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/59e41a0c-f704-4589-96db-d7c283d33717_f00048_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/59e41a0c-f704-4589-96db-d7c283d33717_f00048_crops.jpg,,
59e41a0c-f704-4589-96db-d7c283d33717,48,active_mine_high_score,2,"[159, 28, 5, 5]",28.691054,24.569764,4.12129,map,learned_score=0.836; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/59e41a0c-f704-4589-96db-d7c283d33717_f00048_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/59e41a0c-f704-4589-96db-d7c283d33717_f00048_crops.jpg,,
59e41a0c-f704-4589-96db-d7c283d33717,48,active_mine_high_score,3,"[147, 28, 12, 12]",22.133536,18.025569,4.107967,map,learned_score=0.836; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/59e41a0c-f704-4589-96db-d7c283d33717_f00048_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/59e41a0c-f704-4589-96db-d7c283d33717_f00048_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,298,active_mine_high_score,1,"[96, 110, 7, 7]",30.782656,27.839052,2.943604,map,learned_score=0.823; selected_rank=3; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,298,active_mine_high_score,2,"[104, 110, 5, 5]",30.702167,27.764662,2.937505,map,learned_score=0.823; selected_rank=3; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,298,active_mine_high_score,3,"[96, 101, 12, 12]",28.801223,25.865551,2.935673,map,learned_score=0.823; selected_rank=3; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,298,active_mine_high_score,4,"[97, 106, 12, 12]",27.744347,24.951612,2.792735,map,learned_score=0.823; selected_rank=3; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,298,active_mine_high_score,5,"[92, 108, 3, 3]",27.110749,24.079841,3.030908,map,learned_score=0.823; selected_rank=3; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,298,active_mine_high_score,6,"[94, 108, 5, 5]",26.454781,23.521869,2.932912,map,learned_score=0.823; selected_rank=3; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,298,active_mine_high_score,7,"[86, 105, 12, 12]",23.527955,20.804994,2.722961,map,learned_score=0.823; selected_rank=3; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_crops.jpg,,
b96cec7a-3912-46b7-9014-dc3c632ffa12,298,active_mine_high_score,8,"[164, 85, 12, 12]",16.345852,12.832009,3.513843,map,learned_score=0.823; selected_rank=3; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/b96cec7a-3912-46b7-9014-dc3c632ffa12_f00298_crops.jpg,,
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,599,active_mine_high_score,1,"[71, 90, 12, 12]",38.335252,33.707556,4.627696,map,learned_score=0.820; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e2711620-6d4e-4f9c-8922-b1b2d1fb74f2_f00599_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e2711620-6d4e-4f9c-8922-b1b2d1fb74f2_f00599_crops.jpg,,
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,599,active_mine_high_score,2,"[80, 96, 3, 3]",30.20991,27.651749,2.558161,map,learned_score=0.820; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e2711620-6d4e-4f9c-8922-b1b2d1fb74f2_f00599_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e2711620-6d4e-4f9c-8922-b1b2d1fb74f2_f00599_crops.jpg,,
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,599,active_mine_high_score,6,"[44, 140, 3, 3]",10.245293,6.649084,3.596209,map,learned_score=0.820; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e2711620-6d4e-4f9c-8922-b1b2d1fb74f2_f00599_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e2711620-6d4e-4f9c-8922-b1b2d1fb74f2_f00599_crops.jpg,,
e2711620-6d4e-4f9c-8922-b1b2d1fb74f2,599,active_mine_high_score,7,"[40, 164, 5, 5]",6.608433,3.021472,3.586962,map,learned_score=0.820; selected_rank=1; source=map; label whether this high-score candidate is target or clutter,results/tube_hard_negative_review_packet_thr060_top8/overviews/e2711620-6d4e-4f9c-8922-b1b2d1fb74f2_f00599_overview.jpg,results/tube_hard_negative_review_packet_thr060_top8/crops/e2711620-6d4e-4f9c-8922-b1b2d1fb74f2_f00599_crops.jpg,,
